move,added_charge_time_minutes,degradation_rate_reduction,predicted_EOL_gain_cycles,degradation_reduction_per_added_minute,predicted_EOL_gain_per_added_minute
fast_charge_to_knee,0.16956027771933435,0.0017099307085559259,132.60957004258148,0.010084500518371991,782.0792217743607
knee_to_longevity,0.1820401519262056,0.001048869025145105,146.95100269806767,0.005761745494314296,807.2450014084686
fast_charge_to_longevity,0.35160042964553995,0.0027587997337010306,279.56057274064915,0.007846406036768123,795.1087347148109
