p,mean_normalized_LOSO_RMSE,worst_normalized_LOSO_RMSE,selected
2.0,0.26694956426089983,0.289870715298519,True
2.5,0.2676464942044479,0.2895148654409016,False
3.0,0.2677380743297205,0.28856477404618147,False
