C1,Q1,C2,phase1_ideal_minutes,phase2_ideal_minutes,T_ideal_physical,T_ideal_as_written_minus,nearest_observed_distance_normalized,nearest_observed_index,inside_rectangle,inside_convex_hull,inside_trust_region,inside_main_domain,predicted_charge_time,predicted_charge_time_se,predicted_SOH200,predicted_SOH200_se,predicted_slope50_200,predicted_slope50_200_se,predicted_degradation_rate,predicted_degradation_rate_se,predicted_EOL,predicted_EOL_se,stress_p,soc_weighted_stress
3.9,35.0,5.65,5.384615384615385,4.778761061946902,10.163376446562287,0.6058543226684829,0.1808128070051059,4,True,True,True,True,10.3870839935256,0.432879390839616,0.9913809285474885,0.0009556730995831755,-0.005094051579490497,0.0005058723918768417,0.005094051579490497,0.0005058723918768417,1301.5433602527494,46.49347511780533,2.0,24.610781250000002
3.9,35.0,5.7,5.384615384615385,4.7368421052631575,10.121457489878543,0.6477732793522275,0.16266709623170966,4,True,True,True,True,10.345165036841856,0.432879390839616,0.9894649330376356,0.0013004828262716856,-0.00615632602407492,0.000680640350208997,0.00615632602407492,0.000680640350208997,1255.356716255085,49.92510171113124,2.0,24.93
3.9,36.0,5.65,5.538461538461538,4.672566371681415,10.211027910142953,0.8658951667801231,0.18738189834227184,4,True,True,True,True,10.434735457106266,0.432879390839616,0.9924419566927558,0.0008022503884392623,-0.004500192341965485,0.0004278193228102325,0.004500192341965485,0.0004278193228102325,1332.6853370221286,45.57352969292193,2.0,24.401875000000004
3.9,36.0,5.7,5.538461538461538,4.63157894736842,10.170040485829958,0.906882591093118,0.16993907392281538,4,True,True,True,True,10.39374803279327,0.432879390839616,0.9908029418421866,0.00105121808866466,-0.005415784656768954,0.0005544138101738103,0.005415784656768954,0.0005544138101738103,1286.426058018016,47.37107147491727,2.0,24.714000000000002
3.9,37.0,5.65,5.6923076923076925,4.566371681415929,10.258679373723622,1.1259360108917633,0.19511066192729007,4,True,True,True,True,10.482386920686935,0.432879390839616,0.9933723697559633,0.0006935628116549084,-0.003975564596994176,0.00037261051085300855,0.003975564596994176,0.00037261051085300855,1364.5724466443369,46.005378918029386,2.0,24.19296875
3.9,37.0,5.7,5.6923076923076925,4.526315789473684,10.218623481781377,1.1659919028340084,0.17842500782428425,4,True,True,True,True,10.44233102874469,0.432879390839616,0.9919710165051273,0.0008666520941855238,-0.00476432263882601,0.00046058962332500285,0.00476432263882601,0.00046058962332500285,1318.2643477501458,45.84280882230455,2.0,24.497999999999998
3.9,38.0,5.65,5.846153846153847,4.460176991150442,10.306330837304289,1.3859768550034044,0.20386724820608393,4,True,True,True,True,10.530038384267602,0.432879390839616,0.9941882467636076,0.0006190754119770337,-0.0035120974091455343,0.0003350670342167685,0.0035120974091455343,0.0003350670342167685,1397.2225178838232,47.94976159932972,2.0,23.984062500000004
3.9,38.0,5.7,5.846153846153847,4.421052631578947,10.267206477732794,1.4251012145748998,0.18796054881413718,4,True,True,True,True,10.490914024696107,0.432879390839616,0.992990739554455,0.0007350909400515453,-0.0041912246600241,0.0003936756679484811,0.0041912246600241,0.0003936756679484811,1350.8906164622924,45.642933021866426,2.0,24.282000000000004
3.9,39.0,5.7,6.000000000000001,4.31578947368421,10.31578947368421,1.6842105263157912,0.19839441102508748,4,True,True,True,True,10.539497020647524,0.432879390839616,0.9938809524238211,0.0006448777272435198,-0.0036870643494292437,0.00034801905600129147,0.0036870643494292437,0.00034801905600129147,1384.3243661716283,47.001952332142025,2.0,24.066
3.95,31.0,5.7,4.708860759493671,5.157894736842104,9.866755496335776,-0.4490339773484333,0.1685032694061277,4,True,True,True,True,10.090463043299088,0.432879390839616,0.980041554784828,0.003769458685106366,-0.011250063350952636,0.001902987822139675,0.011250063350952636,0.001902987822139675,1118.9743459369595,68.08585539049206,2.0,25.946093750000003
3.95,32.0,5.7,4.860759493670885,5.052631578947368,9.913391072618253,-0.1918720852764828,0.1692988386303522,4,True,True,True,True,10.137098619581566,0.432879390839616,0.982522544400186,0.0030292077256233924,-0.009925651386774521,0.0015407728800190125,0.009925651386774521,0.0015407728800190125,1146.031716171567,63.992926544540445,2.0,25.735
3.95,33.0,5.65,5.012658227848101,4.991150442477876,10.003808670325977,0.021507785370225463,0.18894713182605172,4,True,True,True,True,10.22751621728929,0.432879390839616,0.9875898118995775,0.0017048486005930173,-0.007185365611120176,0.0008840668053616195,0.007185365611120176,0.0008840668053616195,1218.8830393177032,53.94534489604308,2.0,25.1905
3.95,33.0,5.7,5.012658227848101,4.947368421052631,9.960026648900733,0.06528980679547036,0.17166342547171187,4,True,True,True,True,10.183734195864046,0.432879390839616,0.9846951277541768,0.0024265167979367107,-0.0087571556157892,0.0012434989425903135,0.0087571556157892,0.0012434989425903135,1173.7433474146326,59.95304200277838,2.0,25.52390625
3.95,34.0,5.65,5.1645569620253164,4.884955752212389,10.049512714237705,0.27960120981292746,0.19247011048589147,4,True,True,True,True,10.273220261201018,0.432879390839616,0.98908390948756,0.0013778673144360857,-0.006366208855232999,0.0007196973639688137,0.006366208855232999,0.0007196973639688137,1247.3543360884025,50.72412894610303,2.0,24.9865
3.95,34.0,5.7,5.1645569620253164,4.842105263157895,10.006662225183211,0.32245169886742175,0.17553363338643074,4,True,True,True,True,10.230369772146524,0.432879390839616,0.9865976421382833,0.001940320116616211,-0.007726220828320779,0.0010018162060413205,0.007726220828320779,0.0010018162060413205,1202.1250600309409,56.06945230943126,2.0,25.3128125
3.95,35.0,5.6,5.3164556962025316,4.821428571428572,10.137884267631105,0.4950271247739595,0.2157398588335758,4,True,True,True,True,10.361591814594417,0.432879390839616,0.9921304998080475,0.0008441619146419087,-0.004674975757992106,0.0004491451631613862,0.004674975757992106,0.0004491451631613862,1323.0336428245207,45.72292220873588,2.0,24.46609375
3.95,35.0,5.65,5.3164556962025316,4.778761061946902,10.095216758149434,0.5376946342556295,0.19729662480051485,4,True,True,True,True,10.318924305112747,0.432879390839616,0.9903981284480509,0.0011226960215343646,-0.005640438828293504,0.0005906741227622846,0.005640438828293504,0.0005906741227622846,1276.4906800487502,48.08486785057052,2.0,24.7825
3.95,36.0,5.6,5.468354430379746,4.714285714285714,10.18264014466546,0.7540687160940314,0.22127447059889,4,True,True,True,True,10.406347691628772,0.432879390839616,0.993047258088991,0.0007286704169005868,-0.004159328583678722,0.00039041547172547386,0.004159328583678722,0.00039041547172547386,1352.860658067861,45.67857887112405,2.0,24.269125
3.95,36.0,5.65,5.468354430379746,4.672566371681415,10.14092080206116,0.7957880586983306,0.20333387028963706,4,True,True,True,True,10.364628349024473,0.432879390839616,0.9915541248769362,0.000928620151787129,-0.004997409117291161,0.0004921155776458788,0.004997409117291161,0.0004921155776458788,1306.3076057129583,46.27254542273917,2.0,24.578500000000005
3.95,37.0,5.6,5.620253164556962,4.607142857142858,10.22739602169982,1.0131103074141041,0.2278565028919974,4,True,True,True,True,10.451103568663132,0.432879390839616,0.9938572185142667,0.0006469821480760412,-0.0037005570002008248,0.00034907848998617117,0.0037005570002008248,0.00034907848998617117,1383.3601058250317,46.940419315943366,2.0,24.07215625
3.95,37.0,5.65,5.620253164556962,4.566371681415929,10.18662484597289,1.0538814831410326,0.21047768855228988,4,True,True,True,True,10.410332392936203,0.432879390839616,0.992570947631568,0.000785687651338202,-0.0044276870374535225,0.0004193939713548963,0.0044276870374535225,0.0004193939713548963,1336.8210104584177,45.548518639105936,2.0,24.3745
3.95,38.0,5.55,5.772151898734177,4.54054054054054,10.312692439274716,1.2316113581936365,0.2538011829891441,4,True,True,True,True,10.53639998623803,0.432879390839616,0.9954851561080644,0.0005362199137820873,-0.0027675114743756068,0.00029438683870983265,0.0027675114743756068,0.00029438683870983265,1462.1931645285229,55.94862738052683,2.0,23.5825
3.95,38.0,5.6,5.772151898734177,4.5,10.272151898734176,1.272151898734177,0.23539811045033174,4,True,True,True,True,10.495859445697489,0.432879390839616,0.9945728225116884,0.0005904180867760943,-0.003292387662150882,0.000320793347576131,0.003292387662150882,0.000320793347576131,1414.547145691519,49.57783318689262,2.0,23.8751875
3.95,38.0,5.65,5.772151898734177,4.460176991150442,10.23232888988462,1.3119749075837346,0.21861962828559217,4,True,True,True,True,10.456036436847933,0.432879390839616,0.9934653522235735,0.0006840951757794033,-0.00392291526299143,0.0003678171975070583,0.00392291526299143,0.0003678171975070583,1368.0471630016307,46.14024548274266,2.0,24.170500000000004
3.95,39.0,5.6,5.924050632911393,4.392857142857142,10.316907775768534,1.5311934900542505,0.24381026397398917,4,True,True,True,True,10.540615322731847,0.432879390839616,0.9952050621435838,0.0005510959274072663,-0.002929239170561368,0.0003015281140253551,0.002929239170561368,0.0003015281140253551,1446.4372790269724,53.55848846917379,2.0,23.678218749999996
3.95,39.0,5.65,5.924050632911393,4.353982300884955,10.278032933796348,1.5700683320264375,0.2276526219642774,4,True,True,True,True,10.501740480759661,0.432879390839616,0.9942520769212225,0.0006140460089674198,-0.003475689232421856,0.0003325520761874463,0.003475689232421856,0.0003325520761874463,1400.0027120721436,48.18405315342525,2.0,23.9665
3.95,40.0,5.6,6.075949367088607,4.285714285714286,10.361663652802893,1.7902350813743215,0.2530061445036661,4,True,True,True,True,10.585371199766206,0.432879390839616,0.9957636489507834,0.0005225772497341733,-0.002606145751604953,0.00028792940375750733,0.002606145751604953,0.00028792940375750733,1479.0463566600768,58.77935695554029,2.0,23.48125
3.95,40.0,5.65,6.075949367088607,4.2477876106194685,10.323736977708077,1.8281617564691386,0.23747501052690548,4,True,True,True,True,10.54744452467139,0.432879390839616,0.994944085611052,0.0005662626610484944,-0.0030794485301121038,0.00030890143327801545,0.0030794485301121038,0.00030890143327801545,1432.704695289093,51.696290964449,2.0,23.762500000000003
3.95,41.0,5.65,6.227848101265822,4.1415929203539825,10.369441021619805,2.0862551809118397,0.2479930137813594,4,True,True,True,True,10.593148568583118,0.432879390839616,0.995552781420692,0.0005328140760999445,-0.002728380650706748,0.00029276619940464294,0.002728380650706748,0.00029276619940464294,1466.1705482450793,56.59214985632162,2.0,23.558500000000002
3.95,42.0,5.65,6.379746835443037,4.035398230088496,10.415145065531533,2.3443486053545417,0.25912193860426613,4,True,True,True,True,10.638852612494846,0.432879390839616,0.996088194623039,0.0005076702324475927,-0.002417335734745982,0.00028097662497192236,0.002417335734745982,0.00028097662497192236,1500.4181138022418,62.73374945322926,2.0,23.3545
4.0,31.0,5.65,4.65,5.203539823008849,9.853539823008848,-0.5535398230088484,0.2055328862080698,4,True,True,True,True,10.077247369972161,0.432879390839616,0.9823288061167391,0.003085130759985365,-0.010029437565499781,0.0015682417909578964,0.010029437565499781,0.0015682417909578964,1143.7599156000492,64.3319984758169,2.0,25.752531250000004
4.0,32.0,5.65,4.8,5.097345132743362,9.89734513274336,-0.29734513274336205,0.2061856257697208,4,True,True,True,True,10.121052679706674,0.432879390839616,0.9844076493443814,0.0025035451753157877,-0.008912283004081258,0.001281626763303756,0.008912283004081258,0.001281626763303756,1169.818367042084,60.51273219464338,2.0,25.5535
4.0,33.0,5.6,4.95,5.035714285714286,9.985714285714286,-0.08571428571428541,0.2256911068008737,4,True,True,True,True,10.209421832677599,0.432879390839616,0.9888234397384917,0.001432250136328451,-0.006509447303704874,0.00074710833823552,0.006509447303704874,0.00074710833823552,1242.0712065769512,51.27925290019305,2.0,25.024
4.0,33.0,5.65,4.95,4.991150442477876,9.941150442477877,-0.04115044247787569,0.20813156213594153,4,True,True,True,True,10.16485798944119,0.432879390839616,0.9862419369866079,0.002027921321558341,-0.007919565561488992,0.0010454997307364293,0.007919565561488992,0.0010454997307364293,1196.4705120401657,56.8172609747121,2.0,25.354468750000002
4.0,34.0,5.6,5.1000000000000005,4.928571428571429,10.028571428571428,0.1714285714285717,0.22864863982574504,4,True,True,True,True,10.252278975534741,0.432879390839616,0.9900945534348332,0.0011786093410240213,-0.005808558416998338,0.0006190032658657727,0.005808558416998338,0.0006190032658657727,1269.3588940644227,48.65917445083636,2.0,24.831999999999997
4.0,34.0,5.65,5.1000000000000005,4.884955752212389,9.98495575221239,0.21504424778761155,0.21133497571937115,4,True,True,True,True,10.208663299175702,0.432879390839616,0.9878604386175565,0.001643032846540554,-0.0070374244908965305,0.0008530721384300201,0.0070374244908965305,0.0008530721384300201,1223.7298768024532,53.35969031401867,2.0,25.1554375
4.0,35.0,5.6,5.25,4.821428571428572,10.071428571428573,0.42857142857142794,0.23272605187513312,4,True,True,True,True,10.295136118391886,0.432879390839616,0.991221102972684,0.000981295893890446,-0.0051831360343726,0.0005188972793319455,0.0051831360343726,0.0005188972793319455,1297.246078492543,46.71613233390826,2.0,24.639999999999997
4.0,35.0,5.65,5.25,4.778761061946902,10.028761061946902,0.4712389380530979,0.21573985883357544,4,True,True,True,True,10.252468608910215,0.432879390839616,0.9892885393521845,0.0013359804666385092,-0.00625354296022252,0.0006985641742329783,0.00625354296022252,0.0006985641742329783,1251.6102957067073,50.2927085624405,2.0,24.95640625
4.0,36.0,5.55,5.3999999999999995,4.756756756756757,10.156756756756756,0.6432432432432424,0.2560915655654778,4,True,True,True,True,10.38046430372007,0.432879390839616,0.9935839415404545,0.0006723896757960038,-0.0038557051551153646,0.0003618972640930019,0.0038557051551153646,0.0003618972640930019,1372.5644171912497,46.34148503660291,2.0,24.141375
4.0,36.0,5.6,5.3999999999999995,4.714285714285714,10.114285714285714,0.685714285714285,0.2378657601898074,4,True,True,True,True,10.337993261249027,0.432879390839616,0.9922195296790316,0.0008319076783452777,-0.0046250544837757816,0.0004429093976120158,0.0046250544837757816,0.0004429093976120158,1325.7459305113405,45.66821867111909,2.0,24.447999999999997
4.0,36.0,5.65,5.3999999999999995,4.672566371681415,10.072566371681415,0.7274336283185843,0.22127447059888966,4,True,True,True,True,10.296273918644728,0.432879390839616,0.9905486379948099,0.001095699817931854,-0.0055569760792370205,0.0005769849413278138,0.0055569760792370205,0.0005769849413278138,1280.1259183213629,47.81172019429672,2.0,24.757375000000003
4.0,37.0,5.55,5.55,4.648648648648649,10.19864864864865,0.9013513513513507,0.2617997030653954,4,True,True,True,True,10.422356195611963,0.432879390839616,0.9942886689574364,0.0006112128269451655,-0.00345480717439892,0.00033113699141479607,0.00345480717439892,0.00033113699141479607,1401.6129994890084,48.32454012095857,2.0,23.956343750000002
4.0,37.0,5.6,5.55,4.607142857142858,10.157142857142858,0.9428571428571422,0.2440006443475647,4,True,True,True,True,10.380850404106171,0.432879390839616,0.9931044050036001,0.0007222738358924252,-0.004127063005106679,0.00038716848210365557,0.004127063005106679,0.00038716848210365557,1354.871910123473,45.720699143730805,2.0,24.256
4.0,38.0,5.5,5.7,4.581818181818182,10.281818181818181,1.1181818181818182,0.2870898477008443,4,True,True,True,True,10.505525728781494,0.432879390839616,0.9957636489507834,0.0005225772497341599,-0.0026061457516049573,0.00028792940375750256,0.0026061457516049573,0.00028792940375750256,1479.0463566600768,58.77935695554132,2.0,23.481250000000003
4.0,38.0,5.55,5.7,4.54054054054054,10.24054054054054,1.1594594594594598,0.26838921181475417,4,True,True,True,True,10.464248087503853,0.432879390839616,0.9949159904817855,0.0005679798538682736,-0.0030955926690719913,0.00030974132075529915,0.0030955926690719913,0.00030974132075529915,1431.2763581301886,51.515101658154165,2.0,23.7713125
4.0,38.0,5.6,5.7,4.5,10.2,1.2000000000000002,0.25105776015778225,4,True,True,True,True,10.423707546963312,0.432879390839616,0.9938886431805761,0.0006441992823786215,-0.00368269154620101,0.0003476775910946047,0.00368269154620101,0.0003476775910946047,1384.6377730411793,47.02223388157216,2.0,24.064
4.0,39.0,5.5,5.8500000000000005,4.472727272727273,10.322727272727274,1.3772727272727279,0.2940267931130999,4,True,True,True,True,10.546434819690587,0.432879390839616,0.9962125490257216,0.0005021230854488465,-0.00234475970782842,0.0002784134879640349,0.00234475970782842,0.0002784134879640349,1509.1683330254666,64.45926357475788,2.0,23.303124999999998
4.0,39.0,5.55,5.8500000000000005,4.4324324324324325,10.282432432432433,1.417567567567568,0.2757969242649828,4,True,True,True,True,10.506139979395746,0.432879390839616,0.9954744082266165,0.0005367673293521371,-0.0027737275885678057,0.0002946478415484134,0.0027737275885678057,0.0002946478415484134,1461.5675040751366,55.848827961704224,2.0,23.58628125
4.0,39.0,5.6,5.8500000000000005,4.392857142857142,10.242857142857144,1.4571428571428582,0.25896172178706683,4,True,True,True,True,10.466564689820457,0.432879390839616,0.9945836897042506,0.000589664058286324,-0.003286166702005509,0.0003204198927836318,0.003286166702005509,0.0003204198927836318,1415.0575771828635,49.63176483869372,2.0,23.871999999999996
4.0,40.0,5.5,6.0,4.363636363636363,10.363636363636363,1.6363636363636367,0.3016959055173227,4,True,True,True,True,10.587343910599676,0.432879390839616,0.9966138819196265,0.0004842649267324308,-0.002109589643660503,0.0002702138851468835,0.002109589643660503,0.0002702138851468835,1539.9037678237662,70.95107595684715,2.0,23.125
4.0,40.0,5.55,6.0,4.324324324324325,10.324324324324325,1.6756756756756754,0.2839588135127493,4,True,True,True,True,10.548031871287638,0.432879390839616,0.9959714904494299,0.0005129413111986787,-0.0024853285163931407,0.000283423490729466,0.0024853285163931407,0.000283423490729466,1492.4997236446468,61.22404595196193,2.0,23.401249999999997
4.0,40.0,5.6,6.0,4.285714285714286,10.285714285714285,1.7142857142857144,0.2676375117364266,4,True,True,True,True,10.509421832677598,0.432879390839616,0.9951996883692668,0.0005513946962292418,-0.002932336704796718,0.0003016725181346544,0.002932336704796718,0.0003016725181346544,1446.1456893124066,53.5167444517334,2.0,23.68
4.0,41.0,5.55,6.1499999999999995,4.216216216216217,10.366216216216216,1.9337837837837828,0.29281182016984214,4,True,True,True,True,10.589923763179529,0.432879390839616,0.9964139741250012,0.0004931964225657946,-0.0022269158153293295,0.00027430836915965723,0.0022269158153293295,0.00027430836915965723,1524.0865843476183,67.5306027342375,2.0,23.21621875
4.0,41.0,5.6,6.1499999999999995,4.178571428571429,10.32857142857143,1.9714285714285706,0.2770126205573918,4,True,True,True,True,10.552278975534742,0.432879390839616,0.9957456293133287,0.0005234317370359789,-0.002616604490895254,0.00028833115123908605,0.002616604490895254,0.00028833115123908605,1477.9167918243656,58.58132552402347,2.0,23.488
4.0,42.0,5.55,6.3,4.108108108108109,10.40810810810811,2.191891891891891,0.3022952302184862,4,True,True,True,True,10.631815655071422,0.432879390839616,0.9968078562518635,0.00047536581208653463,-0.001995371644373568,0.0002661325897978598,0.001995371644373568,0.0002661325897978598,1556.3419408320367,74.66808482843084,2.0,23.0311875
4.0,42.0,5.6,6.3,4.071428571428572,10.371428571428572,2.2285714285714278,0.28701852924462057,4,True,True,True,True,10.595136118391885,0.432879390839616,0.9962294802229655,0.000501371410174916,-0.0023348679742587228,0.0002780669865259488,0.0023348679742587228,0.0002780669865259488,1510.3858896782087,64.70394328905495,2.0,23.296
4.0,43.0,5.6,6.45,3.9642857142857144,10.414285714285715,2.4857142857142858,0.29759161653763144,4,True,True,True,True,10.637993261249028,0.432879390839616,0.9966583026172241,0.000482253305841073,-0.002083466750969991,0.0002692919857047807,0.002083466750969991,0.0002692919857047807,1543.56831748491,71.76594990560716,2.0,23.104
4.0,44.0,5.6,6.6,3.857142857142857,10.457142857142857,2.7428571428571424,0.30867360473367367,4,True,True,True,True,10.68085040410617,0.432879390839616,0.99703835490638,0.0004642572771971498,-0.001859134542189946,0.00026101489161347305,0.001859134542189946,0.00026101489161347305,1577.4797467492358,79.66617848159913,2.0,22.912
4.05,30.0,5.65,4.444444444444445,5.309734513274336,9.75417895771878,-0.865290068829891,0.22696978291647943,4,True,True,True,True,9.977886504682093,0.432879390839616,0.977978831463129,0.004421274701384455,-0.0123440793078466,0.0022197016324863425,0.0123440793078466,0.0022197016324863425,1099.3395110379809,71.10881844563714,2.0,26.1025
4.05,32.0,5.6,4.7407407407407405,5.142857142857142,9.883597883597883,-0.40211640211640187,0.24317280047120787,4,True,True,True,True,10.107305430561196,0.432879390839616,0.9860456230613749,0.002076948233920205,-0.008026151461812268,0.0010699200667904504,0.008026151461812268,0.0010699200667904504,1193.4231424645218,57.226101965222206,2.0,25.376999999999995
4.05,33.0,5.6,4.888888888888889,5.035714285714286,9.924603174603174,-0.1468253968253963,0.2448249288207919,4,True,True,True,True,10.148310721566487,0.432879390839616,0.9875934693963848,0.0017040060012579344,-0.0071833674217662005,0.0008836445621261883,0.0071833674217662005,0.0008836445621261883,1218.9477098344885,53.93744017766814,2.0,25.190031249999997
4.05,34.0,5.55,5.037037037037038,4.972972972972974,10.010010010010012,0.0640640640640644,0.2651145802485563,4,True,True,True,True,10.233717556973325,0.432879390839616,0.9909833240370258,0.0010205538638981251,-0.00531550182536519,0.0005388433160834443,0.00531550182536519,0.0005388433160834443,1291.0208019612942,47.076828323050286,2.0,24.682499999999997
4.05,34.0,5.6,5.037037037037038,4.928571428571429,9.965608465608467,0.10846560846560926,0.24755397507870022,4,True,True,True,True,10.18931601257178,0.432879390839616,0.9889696256382188,0.001401583544762213,-0.006429079710444511,0.0007316549376169464,0.006429079710444511,0.0007316549376169464,1245.0181888063353,50.96698236639193,2.0,25.003062499999995
4.05,35.0,5.55,5.185185185185185,4.864864864864865,10.05005005005005,0.3203203203203202,0.2686390801569869,4,True,True,True,True,10.273757597013363,0.432879390839616,0.9919482646925383,0.0008699162804216786,-0.004777060616508224,0.0004622505973489145,0.004777060616508224,0.0004622505973489145,1317.5930797874769,45.86208144900926,2.0,24.502499999999998
4.05,35.0,5.6,5.185185185185185,4.821428571428572,10.006613756613756,0.36375661375661306,0.2513248601004079,4,True,True,True,True,10.23032130357707,0.432879390839616,0.9901931359823039,0.0011602415157658406,-0.005753995792837595,0.0006097004950357324,0.005753995792837595,0.0006097004950357324,1271.6462551696168,48.469557118195944,2.0,24.816093749999997
