C1,Q1,C2,phase1_ideal_minutes,phase2_ideal_minutes,T_ideal_physical,T_ideal_as_written_minus,nearest_observed_distance_normalized,nearest_observed_index,inside_rectangle,inside_convex_hull,inside_trust_region,inside_main_domain,predicted_charge_time,predicted_charge_time_se,predicted_SOH200,predicted_SOH200_se,predicted_slope50_200,predicted_slope50_200_se,predicted_degradation_rate,predicted_degradation_rate_se,predicted_EOL,predicted_EOL_se,stress_p,soc_weighted_stress
4.75,67.0,4.9,8.463157894736844,1.5918367346938775,10.054994629430722,6.871321160042966,0.22108935363902332,5,True,True,True,True,10.278702176394034,0.432879390839616,0.9972437192205205,0.0004536381088493444,-0.0017372491855225905,0.00025608076060991744,0.0017372491855225905,0.00025608076060991744,1598.0169876497405,84.73287712878239,2.0,22.79771875
4.75,68.0,4.6,8.589473684210526,1.565217391304348,10.154691075514874,7.024256292906179,0.22466002664960402,5,True,True,True,True,10.378398622478187,0.432879390839616,0.9979172634151762,0.00041092760203617846,-0.0013336404146202302,0.0002356668384229665,0.0013336404146202302,0.0002356668384229665,1680.6797266529677,106.83176812572414,2.0,22.352124999999997
4.75,68.0,4.65,8.589473684210526,1.5483870967741933,10.13786078098472,7.041086587436333,0.21359888142225333,5,True,True,True,True,10.361568327948033,0.432879390839616,0.99782439392674,0.00041776050376518824,-0.001389682950495824,0.00023899653510791506,0.001389682950495824,0.00023899653510791506,1667.5342761821985,103.15882152336624,2.0,22.421499999999998
4.75,68.0,4.7,8.589473684210526,1.531914893617021,10.121388577827547,7.0575587905935055,0.20533357803029081,5,True,True,True,True,10.34509612479086,0.432879390839616,0.9977263113183075,0.00042459644696609414,-0.0014487250696584852,0.00024230372513097924,0.0014487250696584852,0.00024230372513097924,1654.351200347864,99.5308134501698,2.0,22.491625
4.75,68.0,4.75,8.589473684210526,1.5157894736842104,10.105263157894736,7.0736842105263165,0.2002106788856472,5,True,True,True,True,10.32897070485805,0.432879390839616,0.9976226859447564,0.00043143189795346345,-0.0015109478892110875,0.00024558618884853236,0.0015109478892110875,0.00024558618884853236,1641.1330258671599,95.95198544552815,2.0,22.5625
4.75,68.0,4.8,8.589473684210526,1.5,10.089473684210526,7.089473684210526,0.19847366365396815,5,True,True,True,True,10.31318123117384,0.432879390839616,0.9975131651957185,0.00043826626638577415,-0.0015765446016145401,0.00024884340118172337,0.0015765446016145401,0.00024884340118172337,1627.8822682782527,92.42694248416511,2.0,22.634124999999997
4.75,68.0,4.85,8.589473684210526,1.4845360824742269,10.074009766684753,7.1049376017362995,0.2002106788856472,5,True,True,True,True,10.297717313648066,0.432879390839616,0.9973973717682711,0.0004451030112986511,-0.0016457213447442825,0.00025207713699563323,0.0016457213447442825,0.00025207713699563323,1614.6014311788979,88.9607050039976,2.0,22.7065
4.75,68.0,4.9,8.589473684210526,1.4693877551020407,10.058861439312567,7.120085929108486,0.20533357803029095,5,True,True,True,True,10.28256898627588,0.432879390839616,0.9972749018008886,0.00045195103258638967,-0.0017186981389584884,0.00025529222747425336,0.0017186981389584884,0.00025529222747425336,1601.2930054762246,85.55876748743076,2.0,22.779625
4.75,69.0,4.65,8.715789473684211,1.4193548387096773,10.135144312393889,7.296434634974534,0.19860349453396406,5,True,True,True,True,10.358851859357202,0.432879390839616,0.9978082595623297,0.0004189109508183886,-0.001399405390341683,0.00023955480983551858,0.001399405390341683,0.00023955480983551858,1665.3180434080987,102.54494758907694,2.0,22.43325
4.75,69.0,4.7,8.715789473684211,1.404255319148936,10.120044792833147,7.311534154535275,0.18968590923678535,5,True,True,True,True,10.34375233979646,0.432879390839616,0.9977178511720196,0.00042516889214718335,-0.0014538109470474017,0.00024257956494241437,0.0014538109470474017,0.00024257956494241437,1653.2456312856655,99.22917692020253,2.0,22.49753125
4.75,69.0,4.75,8.715789473684211,1.3894736842105262,10.105263157894736,7.326315789473685,0.1841281668732847,5,True,True,True,True,10.32897070485805,0.432879390839616,0.9976226859447564,0.00043143189795346345,-0.0015109478892110875,0.00024558618884853236,0.0015109478892110875,0.00024558618884853236,1641.1330258671599,95.95198544552815,2.0,22.5625
4.75,69.0,4.8,8.715789473684211,1.375,10.090789473684211,7.340789473684211,0.1822379243200847,5,True,True,True,True,10.314497020647524,0.432879390839616,0.9975224815046333,0.00043769944582158483,-0.0015709711051743133,0.00024857419880554244,0.0015709711051743133,0.00024857419880554244,1628.982399741135,92.71712796533109,2.0,22.62815625
4.75,69.0,4.85,8.715789473684211,1.3608247422680413,10.076614215952253,7.354964731416169,0.1841281668732847,5,True,True,True,True,10.300321762915566,0.432879390839616,0.9974169369624638,0.0004439738793372676,-0.0016340452064354432,0.00025154474082621426,0.0016340452064354432,0.00025154474082621426,1616.795918337571,89.52866441338132,2.0,22.694499999999998
4.75,69.0,4.9,8.715789473684211,1.3469387755102038,10.062728249194414,7.368850698174008,0.1896859092367855,5,True,True,True,True,10.286435796157727,0.432879390839616,0.997305731603947,0.0004502613287031256,-0.0017003451879419346,0.0002545010908322247,0.0017003451879419346,0.0002545010908322247,1604.5757393094093,86.39099980585428,2.0,22.76153125
4.75,70.0,4.65,8.842105263157896,1.2903225806451613,10.132427843803057,7.5517826825127345,0.1838469577105661,5,True,True,True,True,10.35613539076637,0.432879390839616,0.9977920055449553,0.00042005938281960606,-0.0014091958499013305,0.0002401114258568479,0.0014091958499013305,0.0002401114258568479,1663.1047561133103,101.93346889547452,2.0,22.445
4.75,70.0,4.7,8.842105263157896,1.276595744680851,10.118701007838746,7.565509518477045,0.17417548616643608,5,True,True,True,True,10.34240855480206,0.432879390839616,0.997709359546455,0.000425740821861246,-0.0014589146788583543,0.00024285498449015346,0.0014589146788583543,0.00024285498449015346,1652.1408010526532,98.92815541220529,2.0,22.5034375
4.75,70.0,4.75,8.842105263157896,1.263157894736842,10.105263157894738,7.578947368421053,0.16810573355613,5,True,True,True,True,10.328970704858051,0.432879390839616,0.9976226859447564,0.00043143189795346345,-0.0015109478892110875,0.00024558618884853236,0.0015109478892110875,0.00024558618884853236,1641.1330258671599,95.95198544552815,2.0,22.5625
4.75,70.0,4.8,8.842105263157896,1.25,10.092105263157896,7.592105263157896,0.16603318005393175,5,True,True,True,True,10.315812810121209,0.432879390839616,0.9975317629123107,0.00043713214483813857,-0.001565417312497956,0.0002483045983495004,0.001565417312497956,0.0002483045983495004,1630.0832746786891,93.00796632355086,2.0,22.6221875
4.75,70.0,4.85,8.842105263157896,1.2371134020618557,10.079218665219752,7.60499186109604,0.16810573355613004,5,True,True,True,True,10.302926212183065,0.432879390839616,0.9974363550757868,0.0004428430598216479,-0.0016224519085213324,0.00025101088899081523,0.0016224519085213324,0.00025101088899081523,1618.9933881356726,90.09932377591895,2.0,22.6825
4.75,71.0,4.7,8.968421052631578,1.1489361702127658,10.117357222844344,7.819484882418813,0.15884251862050905,5,True,True,True,True,10.341064769807657,0.432879390839616,0.9977008363244828,0.00042631223635025787,-0.0014640363277708766,0.0002431299841378086,0.0014640363277708766,0.0002431299841378086,1651.036709155083,98.62774989504518,2.0,22.50934375
4.75,71.0,4.75,8.968421052631578,1.1368421052631579,10.105263157894736,7.8315789473684205,0.1521623586661201,5,True,True,True,True,10.32897070485805,0.432879390839616,0.9976226859447564,0.00043143189795346345,-0.0015109478892110875,0.00024558618884853236,0.0015109478892110875,0.00024558618884853236,1641.1330258671599,95.95198544552815,2.0,22.5625
4.75,71.0,4.8,8.968421052631578,1.125,10.093421052631578,7.843421052631578,0.14986948528374183,5,True,True,True,True,10.317128599594891,0.432879390839616,0.9975410095494995,0.0004365643592452651,-0.0015598831539275317,0.0002480345972186002,0.0015598831539275317,0.0002480345972186002,1631.184893593358,93.29945628823229,2.0,22.61621875
4.75,71.0,4.85,8.968421052631578,1.1134020618556701,10.081823114487248,7.855018990775909,0.1521623586661201,5,True,True,True,True,10.305530661450561,0.432879390839616,0.9974556272139169,0.0004417104973355183,-0.0016109408632621611,0.0002504755485146704,0.0016109408632621611,0.0002504755485146704,1621.19384462706,90.6726715085817,2.0,22.6705
4.75,72.0,4.7,9.094736842105263,1.0212765957446808,10.116013437849944,8.073460246360582,0.14374380468097778,5,True,True,True,True,10.339720984813257,0.432879390839616,0.9976922813885362,0.00042688313600595257,-0.0014691759566845348,0.00024340456433417603,0.0014691759566845348,0.00024340456433417603,1649.9333550995386,98.32796134906944,2.0,22.51525
4.75,72.0,4.75,9.094736842105263,1.0105263157894737,10.105263157894736,8.08421052631579,0.1363257828046232,5,True,True,True,True,10.32897070485805,0.432879390839616,0.9976226859447564,0.00043143189795346345,-0.0015109478892110875,0.00024558618884853236,0.0015109478892110875,0.00024558618884853236,1641.1330258671599,95.95198544552815,2.0,22.5625
4.75,72.0,4.8,9.094736842105263,1.0,10.094736842105263,8.094736842105263,0.13376172203463155,5,True,True,True,True,10.318444389068576,0.432879390839616,0.9975502215464589,0.00043599608507670666,-0.0015543685600513482,0.0002477641929430275,0.0015543685600513482,0.0002477641929430275,1632.2872569879285,93.59159660275442,2.0,22.61025
4.75,72.0,4.85,9.094736842105263,0.9896907216494846,10.084427563754748,8.105046120455778,0.1363257828046232,5,True,True,True,True,10.30813511071806,0.432879390839616,0.9974747544742191,0.0004405761408077173,-0.0015995114870880692,0.00024993868883323975,0.0015995114870880692,0.00024993868883323975,1623.3972918711,91.2486962741352,2.0,22.6585
4.75,73.0,4.75,9.221052631578948,0.8842105263157896,10.105263157894736,8.336842105263159,0.12063807293642245,5,True,True,True,True,10.32897070485805,0.432879390839616,0.9976226859447564,0.00043143189795346345,-0.0015109478892110875,0.00024558618884853236,0.0015109478892110875,0.00024558618884853236,1641.1330258671599,95.95198544552815,2.0,22.5625
4.75,73.0,4.8,9.221052631578948,0.8750000000000001,10.096052631578948,8.346052631578948,0.11773284956285703,5,True,True,True,True,10.31976017854226,0.432879390839616,0.9975593990329596,0.00043542731858638606,-0.00154887346170311,0.0002474933831760556,0.00154887346170311,0.0002474933831760556,1633.390365365521,93.88438602435592,2.0,22.60428125
4.75,73.0,4.85,9.221052631578948,0.8659793814432991,10.087032013022247,8.355073250135648,0.12063807293642247,5,True,True,True,True,10.31073955998556,0.432879390839616,0.997493737945809,0.0004394399433684544,-0.0015881632005695398,0.0002494002817158091,0.0015881632005695398,0.0002494002817158091,1625.6037339326772,91.82738697761239,2.0,22.6465
4.75,74.0,4.75,9.34736842105263,0.7578947368421052,10.105263157894736,8.589473684210525,0.10516586969353618,5,True,True,True,True,10.32897070485805,0.432879390839616,0.9976226859447564,0.00043143189795346345,-0.0015109478892110875,0.00024558618884853236,0.0015109478892110875,0.00024558618884853236,1641.1330258671599,95.95198544552815,2.0,22.5625
4.75,74.0,4.8,9.34736842105263,0.75,10.09736842105263,8.59736842105263,0.10182013245313802,5,True,True,True,True,10.321075968015943,0.432879390839616,0.9975685421382868,0.00043485805624442176,-0.0015433977899610405,0.0002472221656920344,0.0015433977899610405,0.0002472221656920344,1634.4942192296014,94.17782332403938,2.0,22.5983125
4.75,74.0,4.85,9.34736842105263,0.7422680412371134,10.089636462289743,8.605100379815518,0.10516586969353618,5,True,True,True,True,10.313344009253056,0.432879390839616,0.9975125787096146,0.00043830186220928627,-0.0015768954283880102,0.0002488603011910272,0.0015768954283880102,0.0002488603011910272,1627.813174882201,92.40873276279157,2.0,22.6345
4.75,75.0,4.8,9.473684210526315,0.625,10.098684210526315,8.848684210526315,0.08608800614152229,5,True,True,True,True,10.322391757489628,0.432879390839616,0.9975776509912407,0.0004342882947335257,-0.0015379414761470243,0.00024695053838439475,0.0015379414761470243,0.00024695053838439475,1635.5988190839726,94.47190728646213,2.0,22.59234375
4.75,75.0,4.85,9.473684210526315,0.6185567010309279,10.092240911557242,8.855127509495388,0.09002036201352472,5,True,True,True,True,10.315948458520555,0.432879390839616,0.9975312778384383,0.00043716185844672493,-0.001565707599306717,0.0002483187234742885,0.001565707599306717,0.0002483187234742885,1630.0256187956131,92.9927230086947,2.0,22.6225
4.75,76.0,4.85,9.6,0.4948453608247423,10.094845360824742,9.105154639175257,0.07539867988073941,5,True,True,True,True,10.318552907788055,0.432879390839616,0.9975498363970176,0.00043601989698932093,-0.001554599146141736,0.00024777552689690555,0.001554599146141736,0.00024777552689690555,1632.2410697543946,93.57934732611136,2.0,22.610500000000002
4.75,77.0,4.85,9.726315789473684,0.3711340206185567,10.097449810092241,9.355181768855127,0.0616745182432288,5,True,True,True,True,10.321157357055554,0.432879390839616,0.9975682554420858,0.00043487594640832767,-0.0015435695057332164,0.0002472306918370953,0.0015435695057332164,0.0002472306918370953,1634.4595318455745,94.16859555413478,2.0,22.5985
4.8,47.0,4.6,5.875,4.304347826086957,10.179347826086957,1.570652173913043,0.4267828163628949,1,True,True,True,True,10.40305537305027,0.432879390839616,0.9980289190607622,0.00040220310063466354,-0.001266073716198683,0.00023138154073289855,0.001266073716198683,0.00023138154073289855,1697.4314661894698,111.58805082797095,2.0,22.264499999999998
4.8,48.0,4.6,6.0,4.173913043478261,10.173913043478262,1.8260869565217392,0.42266995143874225,1,True,True,True,True,10.397620590441575,0.432879390839616,0.9979995754572608,0.00040455273429878153,-0.0012838509862265863,0.0002325392917613001,0.0012838509862265863,0.0002325392917613001,1692.92252934035,110.29975254868943,2.0,22.287999999999997
4.8,48.0,4.65,6.0,4.129032258064516,10.129032258064516,1.870967741935484,0.44267697843891846,1,True,True,True,True,10.352739805027829,0.432879390839616,0.9977527850332671,0.0004227879000244505,-0.0014328032886348754,0.00024143112618954496,0.0014328032886348754,0.00024143112618954496,1657.842389126685,100.48602285221115,2.0,22.473
4.8,49.0,4.55,6.125,4.0879120879120885,10.212912087912088,2.0370879120879115,0.39970703701403837,1,True,True,True,True,10.4366196348754,0.432879390839616,0.9981839600746715,0.0003890599818139157,-0.0011718912460168046,0.00022485742853574773,0.0011718912460168046,0.00022485742853574773,1722.6472018599889,118.89730202503752,2.0,22.13421875
4.8,49.0,4.6,6.125,4.043478260869565,10.168478260869566,2.0815217391304346,0.419158315291343,1,True,True,True,True,10.39218580783288,0.432879390839616,0.9979697950137246,0.00040689528914535436,-0.0013018778715222252,0.00023369088680145645,0.0013018778715222252,0.00023369088680145645,1688.4255697120586,109.02075344386834,2.0,22.311499999999995
4.8,49.0,4.65,6.125,4.0,10.125,2.125,0.43932529254353075,1,True,True,True,True,10.348707546963313,0.432879390839616,0.9977276066577662,0.00042450856583975155,-0.0014479462729291577,0.0002422613632952306,0.0014479462729291577,0.0002422613632952306,1654.5209033402184,99.57715066713506,2.0,22.49071875
4.8,50.0,4.55,6.25,3.956043956043956,10.206043956043956,2.293956043956044,0.39666990154189163,1,True,True,True,True,10.42975150300727,0.432879390839616,0.998150284796942,0.0003920236132784918,-0.001192385206708692,0.0002263355120759951,0.001192385206708692,0.0002263355120759951,1716.9595692955356,117.23355009039726,2.0,22.163437499999997
4.8,50.0,4.6,6.25,3.91304347826087,10.163043478260871,2.33695652173913,0.416263124271883,1,True,True,True,True,10.386751025224184,0.432879390839616,0.9979395712268888,0.00040923055007151195,-0.0013201578769984417,0.00023483621526180885,0.0013201578769984417,0.00023483621526180885,1683.9405554891491,107.75109312344156,2.0,22.334999999999997
4.8,50.0,4.65,6.25,3.8709677419354835,10.120967741935484,2.3790322580645165,0.43656386476570763,1,True,True,True,True,10.344675288898797,0.432879390839616,0.9977021461772585,0.0004262245924436152,-0.001463249300109405,0.00024308781567931208,0.001463249300109405,0.00024308781567931208,1651.2060721476382,98.6738038169851,2.0,22.5084375
4.8,51.0,4.55,6.375000000000001,3.824175824175824,10.199175824175825,2.550824175824177,0.3942915115267258,1,True,True,True,True,10.422883371139138,0.432879390839616,0.9981159850702043,0.0003949784599887788,-0.001213237564501224,0.00022780522471680363,0.001213237564501224,0.00022780522471680363,1711.2907154828476,115.58390236976757,2.0,22.19265625
4.8,51.0,4.6,6.375000000000001,3.782608695652174,10.157608695652176,2.592391304347827,0.4139973114663491,1,True,True,True,True,10.381316242615489,0.432879390839616,0.9979088974966744,0.00041155832118720765,-0.0013386945567814574,0.00023597517795838512,0.0013386945567814574,0.00023597517795838512,1679.4674549406982,106.49081341193688,2.0,22.3585
4.8,51.0,4.65,6.375000000000001,3.741935483870967,10.116935483870968,2.633064516129034,0.43440395174531643,1,True,True,True,True,10.340643030834281,0.432879390839616,0.9976764004309673,0.0004279359858309955,-0.0014787140616338457,0.0002439104928505086,0.0014787140616338457,0.0002439104928505086,1647.8978822164756,97.77600841626383,2.0,22.52615625
4.8,52.0,4.5,6.500000000000001,3.7333333333333334,10.233333333333334,2.7666666666666675,0.3736029108141178,1,True,True,True,True,10.457040880296647,0.432879390839616,0.9982629492580971,0.00038185426290428964,-0.0011237354013298939,0.0002212472904491472,0.0011237354013298939,0.0002212472904491472,1736.4912052318234,122.98218737985437,2.0,22.063499999999998
4.8,52.0,4.55,6.500000000000001,3.6923076923076925,10.192307692307693,2.8076923076923084,0.3925838397805878,1,True,True,True,True,10.416015239271006,0.432879390839616,0.998081049315146,0.00039792396580052647,-0.001234454587020439,0.00022926626704129088,0.001234454587020439,0.00022926626704129088,1705.640578420472,113.94841504786399,2.0,22.221874999999997
4.8,52.0,4.6,6.500000000000001,3.6521739130434785,10.15217391304348,2.8478260869565224,0.41237125153944154,1,True,True,True,True,10.375881460006793,0.432879390839616,0.9978777671247467,0.0004138784276253659,-0.0013574915149019069,0.00023710768810508888,0.0013574915149019069,0.00023710768810508888,1675.0062364200594,105.23995842156218,2.0,22.381999999999998
4.8,52.0,4.65,6.500000000000001,3.6129032258064515,10.112903225806452,2.8870967741935494,0.4328545581217637,1,True,True,True,True,10.336610772769765,0.432879390839616,0.9976503662227009,0.00042964276432442064,-0.0014943422668373574,0.0002447294113236668,0.0014943422668373574,0.0002447294113236668,1644.5963202409635,96.88379151550858,2.0,22.543875
4.8,53.0,4.5,6.625,3.6000000000000005,10.225000000000001,3.0249999999999995,0.3647004556270356,0,True,True,True,True,10.448707546963314,0.432879390839616,0.9982244346199836,0.0003854132381270759,-0.0011472309890881503,0.00022303323746346133,0.0011472309890881503,0.00022303323746346133,1729.650176320399,120.95747754059026,2.0,22.098375
4.8,53.0,4.55,6.625,3.560439560439561,10.185439560439562,3.064560439560439,0.3841215414717794,0,True,True,True,True,10.409147107402875,0.432879390839616,0.9980454657377364,0.0004008596021857831,-0.0012560426515002355,0.0002307183568153661,0.0012560426515002355,0.0002307183568153661,1700.0090963116538,112.32714879890692,2.0,22.25109375
4.8,53.0,4.6,6.625,3.5217391304347836,10.146739130434783,3.1032608695652164,0.4043233068498415,0,True,True,True,True,10.370446677398096,0.432879390839616,0.9978461733130523,0.00041619071746142787,-0.0013765524059955615,0.00023823367236151753,0.0013765524059955615,0.00023823367236151753,1670.5568683646559,103.99857462756047,2.0,22.4055
4.8,53.0,4.65,6.625,3.483870967741936,10.108870967741936,3.141129032258064,0.4251944917947233,0,True,True,True,True,10.332578514705249,0.432879390839616,0.9976240403204572,0.0004313449592794095,-0.0015101356431204062,0.0002455445949992931,0.0015101356431204062,0.0002455445949992931,1641.3013729420027,95.99718112354459,2.0,22.56159375
4.8,53.0,4.8,6.625,3.375000000000001,10.0,3.249999999999999,0.4426229508196722,5,True,True,True,True,10.223707546963313,0.432879390839616,0.9967901178796639,0.00047619357517644654,-0.0020058324644809306,0.00026651267216206136,0.0020058324644809306,0.00026651267216206136,1554.7903433302197,74.31060025045868,2.0,23.04
4.8,54.0,4.45,6.750000000000002,3.50561797752809,10.255617977528091,3.2443820224719118,0.33554793048067194,0,True,True,True,True,10.479325524491404,0.432879390839616,0.9983436859699986,0.0003740989096124023,-0.001074386238720469,0.00021733664492300977,0.001074386238720469,0.00021733664492300977,1751.4311783714686,127.44456673628763,2.0,21.9878125
4.8,54.0,4.5,6.750000000000002,3.466666666666667,10.216666666666669,3.283333333333335,0.35461289935181983,0,True,True,True,True,10.440374213629982,0.432879390839616,0.9981850660187053,0.00038896157858885457,-0.001171217833634658,0.0002248082827995147,0.001171217833634658,0.0002248082827995147,1722.8360981222438,118.95270480524164,2.0,22.133249999999997
4.8,54.0,4.55,6.750000000000002,3.428571428571429,10.17857142857143,3.321428571428573,0.3745573983714545,0,True,True,True,True,10.402278975534744,0.432879390839616,0.9980092223252456,0.0004037848722306885,-0.0012780082466991676,0.00023216123120059653,0.0012780082466991676,0.00023216123120059653,1694.3962075636782,110.72016897211657,2.0,22.280312499999997
4.8,54.0,4.6,6.750000000000002,3.3913043478260874,10.14130434782609,3.3586956521739144,0.3952483048845721,0,True,True,True,True,10.365011894789403,0.432879390839616,0.9978141091623347,0.00041849506374793126,-0.0013958809360138718,0.00023935307194123797,0.0013958809360138718,0.00023935307194123797,1666.1193192957505,102.76671094578482,2.0,22.429
4.8,54.0,4.65,6.750000000000002,3.3548387096774195,10.104838709677422,3.3951612903225823,0.41657441340618795,0,True,True,True,True,10.328546256640735,0.432879390839616,0.9975974194560217,0.00043304261581949595,-0.001526095936139968,0.00024635607555841964,0.001526095936139968,0.00024635607555841964,1638.013027067093,95.11620623009652,2.0,22.5793125
4.8,54.0,4.7,6.750000000000002,3.319148936170213,10.069148936170215,3.4308510638297887,0.42946673533594193,5,True,True,True,True,10.292856483133528,0.432879390839616,0.9973565492698976,0.00044742677782151825,-0.0016700675431726333,0.0002531707613924264,0.0016700675431726333,0.0002531707613924264,1610.084703887804,87.7978666139441,2.0,22.73125
4.8,54.0,4.75,6.750000000000002,3.28421052631579,10.034210526315793,3.465789473684212,0.42704111562382635,5,True,True,True,True,10.257918073279106,0.432879390839616,0.9970885571951332,0.00046173364979237673,-0.001829384419305002,0.0002598465760548533,0.001829384419305002,0.0002598465760548533,1582.341500375175,80.84775566453277,2.0,22.8848125
4.8,54.0,4.8,6.750000000000002,3.2500000000000004,10.000000000000002,3.5000000000000013,0.42622950819672134,5,True,True,True,True,10.223707546963315,0.432879390839616,0.9967901178796639,0.00047619357517644654,-0.0020058324644809306,0.00026651267216206136,0.0020058324644809306,0.00026651267216206136,1554.7903433302197,74.31060025045868,2.0,23.04
4.8,54.0,4.85,6.750000000000002,3.2164948453608253,9.966494845360828,3.5335051546391765,0.42704111562382635,5,True,True,True,True,10.19020239232414,0.432879390839616,0.9964574688093196,0.0004912651168742144,-0.0022014208549251918,0.00027342239351510624,0.0022014208549251918,0.00027342239351510624,1527.4379345426269,68.24177331744627,2.0,23.196812499999997
4.8,54.0,4.9,6.750000000000002,3.183673469387755,9.933673469387756,3.5663265306122467,0.429466735335942,5,True,True,True,True,10.157381016351069,0.432879390839616,0.9960863493134742,0.0005077530029921145,-0.002418411708689191,0.0002810149578241079,0.002418411708689191,0.0002810149578241079,1500.2907498215045,62.70906985143101,2.0,23.355249999999998
4.8,54.0,4.95,6.750000000000002,3.151515151515152,9.901515151515154,3.59848484848485,0.43347927359705263,5,True,True,True,True,10.125222698478467,0.432879390839616,0.9956719306044933,0.0005269638398031995,-0.002659353908181941,0.00028999565868943446,0.002659353908181941,0.00028999565868943446,1473.3550382490498,57.79343379660876,2.0,23.5153125
4.8,55.0,4.45,6.875,3.3707865168539324,10.245786516853933,3.5042134831460676,0.3253825281481203,0,True,True,True,True,10.469494063817246,0.432879390839616,0.9983009957495794,0.00037825049380455243,-0.0011004965267595141,0.00021943326960189964,0.0011004965267595141,0.00021943326960189964,1743.4271226587764,125.04701329953171,2.0,22.02828125
4.8,55.0,4.5,6.875,3.3333333333333335,10.208333333333334,3.5416666666666665,0.34500968734356485,0,True,True,True,True,10.432040880296647,0.432879390839616,0.9981448245198226,0.0003924982592625624,-0.0011957062063971686,0.00022657186658510314,0.0011957062063971686,0.00022657186658510314,1716.048864463131,116.96794945899296,2.0,22.168125
4.8,55.0,4.55,6.875,3.296703296703297,10.171703296703297,3.578296703296703,0.3654786185934725,0,True,True,True,True,10.39541084366661,0.432879390839616,0.9979723068421882,0.00040669931494902216,-0.0013003579748508086,0.00023359464913440817,0.0013003579748508086,0.00023359464913440817,1688.8018507871877,109.12754578495344,2.0,22.30953125
4.8,55.0,4.6,6.875,3.2608695652173916,10.13586956521739,3.6141304347826084,0.38665565880810293,0,True,True,True,True,10.359577112180704,0.432879390839616,0.997781567670628,0.00042079136666991806,-0.0014154808629445324,0.00024046584378341319,0.0014154808629445324,0.00024046584378341319,1661.6935578182236,101.54441881255569,2.0,22.4525
4.8,55.0,4.65,6.875,3.225806451612903,10.100806451612904,3.649193548387097,0.40843067695621255,0,True,True,True,True,10.324513998576217,0.432879390839616,0.9975705003245618,0.00043473579360189183,-0.001542224910002493,0.00024716389287339393,0.001542224910002493,0.00024716389287339393,1634.7312693902873,94.24089682875525,2.0,22.59703125
4.8,55.0,4.7,6.875,3.1914893617021276,10.066489361702128,3.6835106382978724,0.4132017470285925,5,True,True,True,True,10.290196908665441,0.432879390839616,0.9973367360225793,0.000448539429737388,-0.0016818763344698695,0.00025369343625494844,0.0016818763344698695,0.00025369343625494844,1607.9220749611084,87.24406568744054,2.0,22.743125
4.8,55.0,4.75,6.875,3.1578947368421053,10.032894736842106,3.7171052631578947,0.41068007185717104,5,True,True,True,True,10.25660228380542,0.432879390839616,0.9970776091838032,0.0004622876684717165,-0.001835874715348787,0.00026010327147400536,0.001835874715348787,0.00026010327147400536,1581.2728677921198,80.58706155818497,2.0,22.89078125
4.8,55.0,4.8,6.875,3.125,10.0,3.75,0.4098360655737705,5,True,True,True,True,10.223707546963313,0.432879390839616,0.9967901178796639,0.00047619357517644654,-0.0020058324644809306,0.00026651267216206136,0.0020058324644809306,0.00026651267216206136,1554.7903433302197,74.31060025045868,2.0,23.04
4.8,55.0,4.85,6.875,3.0927835051546393,9.967783505154639,3.7822164948453607,0.41068007185717104,5,True,True,True,True,10.191491052117952,0.432879390839616,0.9964708787247645,0.000490668722755212,-0.0021935569104837333,0.00027314890160359465,0.0021935569104837333,0.00027314890160359465,1528.4809977896348,68.46463909136608,2.0,23.19078125
4.8,55.0,4.9,6.875,3.061224489795918,9.936224489795919,3.813775510204082,0.4132017470285926,5,True,True,True,True,10.159932036759232,0.432879390839616,0.9961160753865315,0.0005064215290308392,-0.0024010753621056687,0.00028039865076056827,0.0024010753621056687,0.00028039865076056827,1502.3511269321043,63.109872445107605,2.0,23.343125
4.8,55.0,4.95,6.875,3.0303030303030303,9.905303030303031,3.8446969696969697,0.4173706837160432,5,True,True,True,True,10.129010577266344,0.432879390839616,0.9957213997669832,0.0005245862114726008,-0.0026306635728819056,0.00028887451642267686,0.0026306635728819056,0.00028887451642267686,1476.4068250433183,58.31841226545698,2.0,23.49703125
4.8,56.0,4.45,7.000000000000001,3.2359550561797747,10.235955056179776,3.764044943820226,0.3157414377624938,0,True,True,True,True,10.459662603143089,0.432879390839616,0.9982572052215577,0.00038239066118203233,-0.0011272413604739543,0.00022151681699420663,0.0011272413604739543,0.00022151681699420663,1735.459645550281,122.67612054867345,2.0,22.06875
4.8,56.0,4.5,7.000000000000001,3.1999999999999997,10.200000000000001,3.800000000000001,0.33593235964576085,0,True,True,True,True,10.423707546963314,0.432879390839616,0.9981036907690733,0.00039602229652156544,-0.0012207065935632656,0.00022832345567233637,0.0012207065935632656,0.00022832345567233637,1709.2883695871176,115.00330018146799,2.0,22.203000000000003
4.8,56.0,4.55,7.000000000000001,3.1648351648351647,10.164835164835166,3.835164835164836,0.356922241595081,0,True,True,True,True,10.388542711798479,0.432879390839616,0.9979347068261935,0.0004096025099326855,-0.0013230985536481655,0.00023501839388849808,0.0013230985536481655,0.00023501839388849808,1683.225964795513,107.54935452430576,2.0,22.33875
