battery_id,strategy,strategy_code,model,MAE,RMSE,MaxAE,cycle200_error,cycle200_abs_error,actual_future_slope_per100,predicted_future_slope_per100,trend_sign_match
28,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,individual_quadratic,0.00040604162838859593,0.0004349847577285992,0.0006622428666890334,-0.0004356646503204109,0.0004356646503204109,-0.0041792499999999885,-0.004788889803325338,True
28,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,local_linear,0.0002857213167499006,0.0003184761330673043,0.000659971774999879,0.000659971774999879,0.000659971774999879,-0.0041792499999999885,-0.0031674762500003006,True
28,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,strategy_template,0.0009158397549999853,0.0010047950918016277,0.001392630833333408,0.001392630833333408,0.001392630833333408,-0.0041792499999999885,-0.0010219244927534494,True
28,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,supervised_ridge,0.00012101300714594032,0.00013533381855259622,0.00028042353438206824,3.0266482656693405e-05,3.0266482656693405e-05,-0.0041792499999999885,-0.004431650769428909,True
28,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,template_individual,0.00016130135461317919,0.00018952751699373243,0.00034626111110858115,-0.00012968962858905808,0.00012968962858905808,-0.0041792499999999885,-0.004502070159044802,True
29,5C_67PER_4C_NEWSTRUCTURE,S4,adaptive_ensemble,0.00010754108424385623,0.00014023693163678482,0.00033045766587069814,2.183719032444742e-05,2.183719032444742e-05,-0.003749025625000152,-0.003626357042347816,True
29,5C_67PER_4C_NEWSTRUCTURE,S4,individual_quadratic,0.0001717657296955144,0.0001900393919783312,0.00036847617717938874,-0.00036847617717938874,0.00036847617717938874,-0.003749025625000152,-0.004378298518267469,True
29,5C_67PER_4C_NEWSTRUCTURE,S4,local_linear,0.00027958327533335493,0.000322111631307541,0.0007091630777777969,0.0004344430444445102,0.0004344430444445102,-0.003749025625000152,-0.0029033011111111325,True
29,5C_67PER_4C_NEWSTRUCTURE,S4,strategy_template,0.0003679453023999835,0.00039446235616118414,0.0006569002399999802,0.00033129600000003645,0.00033129600000003645,-0.003749025625000152,-0.0032963045882360236,True
29,5C_67PER_4C_NEWSTRUCTURE,S4,supervised_ridge,0.0001675334400967654,0.00018668727858365132,0.00033987283884817643,-0.00033987283884817643,0.00033987283884817643,-0.003749025625000152,-0.004457132024887915,True
29,5C_67PER_4C_NEWSTRUCTURE,S4,template_individual,0.00012190493233484646,0.0001515760448153982,0.0003451220140658906,1.5602310967199884e-05,1.5602310967199884e-05,-0.003749025625000152,-0.0035821268810866586,True
30,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,adaptive_ensemble,0.00018265568953762968,0.00022014341413101988,0.0004941304064639551,-0.00016718297656892478,0.00016718297656892478,-0.01500396468750026,-0.014592311282503323,True
30,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,individual_quadratic,0.0005697985197428146,0.0006072486766772073,0.000990609949688026,-0.0009524609698912112,0.0009524609698912112,-0.01500396468750026,-0.015946639071719712,True
30,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,local_linear,0.00015176231860002164,0.0001843686323493185,0.0004159256400000366,-0.00010349760000016861,0.00010349760000016861,-0.01500396468750026,-0.014634917000000414,True
30,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,strategy_template,0.009565356590000003,0.009610494932730593,0.011143029400000004,-0.011143029400000004,0.011143029400000004,-0.01500396468750026,-0.0214121624324323,True
30,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,supervised_ridge,0.0006624352263421618,0.00081723451968348,0.0014074211653096746,0.001299462610676927,0.001299462610676927,-0.01500396468750026,-0.011827222505790708,True
30,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,template_individual,0.0014606864422072752,0.0014820569911690186,0.001917075650180844,-0.001852332287142211,0.001852332287142211,-0.01500396468750026,-0.016523139314399686,True
31,5C_67PER_4C_NEWSTRUCTURE,S4,adaptive_ensemble,0.00026891953507679033,0.0003084837300133802,0.000676013629395289,0.000676013629395289,0.000676013629395289,-0.004085131714285848,-0.003227251728120384,True
31,5C_67PER_4C_NEWSTRUCTURE,S4,individual_quadratic,0.0005439126656759407,0.0005936947874571058,0.0010421916212063342,0.0010421916212063342,0.0010421916212063342,-0.004085131714285848,-0.0029810909534081086,True
