short_horizon_selected_model,selected_RMSE_mean,best_single_model,best_single_RMSE_mean,relative_RMSE_improvement_vs_best_single,selected_eol_scheme,selection_basis,leakage_guard
adaptive_ensemble,0.0003613168770037439,local_linear,0.0003934862961076182,0.08175486521918411,group_constrained_quadratic,"nested LOBO errors, worst-battery error, strategy stability, monotone physics; EOL selected by stability against actual-cycle-200 quadratic reference","each outer training battery future is excluded from template, supervised fitting, preprocessing, alpha tuning, ensemble weights, and interval calibration"
