battery_id,model,cutoff,fit_success,fit_status,fit_rmse,eol_cycle,parameters_json
21,exponential,200,True,ok,0.0003313070182,643.1606192,"[1.0002352683361715, 0.002470897234197961, 0.6852372488612439]"
22,linear,100,True,no_crossing_within_5000,0.0004658274148,,"[0.9999205491818908, 0.0008780349456556136]"
22,linear,150,True,no_crossing_within_5000,0.000418712097,,"[1.0001375554918157, 0.0013244123775601815]"
22,linear,200,True,no_crossing_within_5000,0.0004122883181,,"[1.000369636447718, 0.001668727419579026]"
22,quadratic,100,True,ok,0.0004224032422,1424.307165,"[0.9998053728759859, 1.317886386534349e-16, 0.0009849174784779865]"
22,quadratic,150,True,ok,0.000336283328,1545.626391,"[0.9997485727265006, 1.9202974264878127e-18, 0.0008361315969939507]"
22,quadratic,200,True,ok,0.0002803918288,1604.324627,"[0.9997279519140132, 3.1753636247956236e-05, 0.0007740075740182182]"
22,power,100,True,ok,0.0003996535048,574.2349061,"[0.9997344322578819, 0.0010548341316305315, 2.9999999999995346]"
22,power,150,True,ok,0.000336348964,1549.609607,"[0.9997490782845843, 0.0008368869503299651, 1.9977931751027969]"
22,power,200,True,ok,0.0002841929389,1893.129485,"[0.9997771288723543, 0.0008787334126456741, 1.845227796903935]"
22,exponential,100,True,ok,0.0004126441639,272.1228671,"[0.9997787510798076, 5.691532443547147e-05, 2.9999999999989453]"
22,exponential,150,True,ok,0.0003547527901,513.5174854,"[0.9998324573616411, 0.00038012026561531806, 1.2203376624355844]"
22,exponential,200,True,ok,0.0003081697737,676.4694087,"[0.9999146235771962, 0.0008221620269217803, 0.8127214985222357]"
23,linear,100,True,no_crossing_within_5000,0.000703514141,,"[1.0001357524298073, 0.001742030685561529]"
23,linear,150,True,no_crossing_within_5000,0.0007104797798,,"[1.0007436752369887, 0.002985849370481289]"
23,linear,200,True,no_crossing_within_5000,0.0007763860689,,"[1.001250627661253, 0.0037100993718341964]"
23,quadratic,100,True,ok,0.0006091765972,1036.962793,"[0.9998644800860367, 1.2798780938380716e-14, 0.0018586998792737518]"
23,quadratic,150,True,ok,0.0004774232836,1030.993584,"[0.9998592333693297, 9.327082694358482e-09, 0.0018802347854968622]"
23,quadratic,200,True,ok,0.0004422256627,1108.843394,"[0.999876060478212, 0.00029905838122782946, 0.001598654641481321]"
23,power,100,True,ok,0.000559397396,466.9431227,"[0.9997208232361674, 0.001961694604092004, 2.9999999999999862]"
23,power,150,True,ok,0.0004671031129,925.5339797,"[0.9998020432721904, 0.0017934813703470742, 2.11808694212856]"
23,power,200,True,ok,0.0004443372262,1273.831317,"[0.9999164657118778, 0.001973461946126704, 1.8148567302896144]"
23,exponential,100,True,ok,0.0005860154089,250.9903575,"[0.9998133455738857, 0.00010733612327075305, 2.9999999999999987]"
23,exponential,150,True,ok,0.0005142821684,423.2184316,"[1.0000009402494183, 0.0007019623096748671, 1.3363551446350443]"
23,exponential,200,True,ok,0.0005131236336,603.4938305,"[1.0002541515389827, 0.0020694960035499907, 0.7593389191937538]"
26,linear,100,True,no_crossing_within_5000,0.0006221582149,,"[0.99856907846684, 0.0007386556063294424]"
26,linear,150,True,no_crossing_within_5000,0.0006549143617,,"[0.9990244643164856, 0.0016830610047781345]"
26,linear,200,True,no_crossing_within_5000,0.0006732630979,,"[0.999464203634563, 0.00232653173112922]"
26,quadratic,100,True,ok,0.0006154084759,1604.47981,"[0.998460107406224, 1.5995710225037447e-11, 0.0007709118265130841]"
26,quadratic,150,True,ok,0.0005724507652,1322.589332,"[0.9985880711393047, 4.913200463714245e-10, 0.0011352803277239617]"
26,quadratic,200,True,ok,0.0004954306843,1339.096167,"[0.9985618030715351, 2.3110285412981476e-09, 0.00110731735387139]"
26,power,100,True,ok,0.0006051721622,621.8590486,"[0.998405198981422, 0.0008250441209769073, 2.999999999999715]"
26,power,150,True,ok,0.0005374767042,701.1043197,"[0.9983967431918485, 0.000831377631301307, 2.811285172646344]"
26,power,200,True,ok,0.0004909770086,1259.507727,"[0.9985265610938702, 0.0010576997364831135, 2.0664011051631204]"
26,exponential,100,True,ok,0.000607701423,279.787387,"[0.9984410534828251, 4.491860608961693e-05, 2.9999999995725792]"
26,exponential,150,True,ok,0.0005471466278,360.0587296,"[0.9984937233271546, 0.00014226961482458918, 2.011201145392245]"
26,exponential,200,True,ok,0.0005154183106,572.8522009,"[0.9987361786678575, 0.0008075619423095293, 0.9618133565650236]"
27,linear,100,True,no_crossing_within_5000,0.0003586870759,,"[1.0002899347707996, 0.002845753511659413]"
27,linear,150,True,no_crossing_within_5000,0.0003245745026,,"[1.0004254438716147, 0.0031517717267004553]"
27,linear,200,True,no_crossing_within_5000,0.0003165962927,,"[1.000575478829986, 0.0033749724685991768]"
27,quadratic,100,True,ok,0.0002126882265,861.3059476,"[0.999733546321314, 2.363784405656034e-19, 0.002692378542992568]"
27,quadratic,150,True,ok,0.000263408316,1447.196924,"[1.0000326539737854, 0.0018221332904466998, 0.0008291851777096417]"
27,quadratic,200,True,ok,0.0002409445297,1738.001087,"[1.0001420606922504, 0.0022498072239722205, 0.0005331319590916348]"
27,power,100,True,ok,0.0002082231787,747.3137355,"[0.9996913144994951, 0.00269507368607218, 2.140563464470018]"
27,power,150,True,ok,0.0002420028728,2315.813905,"[0.9999030994548093, 0.0025342979424150306, 1.3900174201590323]"
27,power,200,True,ok,0.000217747763,2773.323401,"[0.9999624542334544, 0.002597230842478435, 1.3073023091271376]"
27,exponential,100,True,ok,0.0002384159726,300.1056992,"[0.999809773905156, 0.0004199175488225164, 2.0549966499234062]"
27,exponential,150,True,ok,0.0002751429736,847.7890214,"[1.00012527709807, 0.005023651442823567, 0.43755923399125257]"
27,exponential,200,True,ok,0.0002475741217,1087.274512,"[1.0001963848789686, 0.008232269947976016, 0.2972142706038555]"
28,linear,100,True,no_crossing_within_5000,0.0003023270879,,"[1.0004040605327895, 0.0029260484722857397]"
28,linear,150,True,no_crossing_within_5000,0.0002716388404,,"[1.0005392968716378, 0.003221741994729214]"
28,linear,200,True,no_crossing_within_5000,0.0002597543985,,"[1.0006481540382328, 0.0033816475126092383]"
28,quadratic,100,True,ok,0.0001644807817,849.0327443,"[0.9998383280432938, 4.676506869605429e-13, 0.0027722341415847285]"
28,quadratic,150,True,ok,0.0002136591686,1456.930077,"[1.0001617935943197, 0.0019309422344738955, 0.0008104477918594393]"
28,quadratic,200,True,ok,0.0002017410645,1872.162756,"[1.000291381002149, 0.002453784047197501, 0.0004403790048400163]"
28,power,100,True,ok,0.0001646308733,860.709883,"[0.9998423515563563, 0.002771985047529431, 1.9873596346811824]"
28,power,150,True,ok,0.0001926710965,2365.960313,"[1.0000319260404251, 0.00262387117940579, 1.369830127126694]"
28,power,200,True,ok,0.0001801058378,3065.805329,"[1.0001166340542513, 0.0027109178727982657, 1.256717666159078]"
28,exponential,100,True,ok,0.0001948716833,323.2870939,"[0.9999654480779526, 0.0005729428516051672, 1.8120039798389305]"
28,exponential,150,True,ok,0.0002229642003,849.9707261,"[1.0002400598704204, 0.005242944625337763, 0.43160075082069027]"
28,exponential,200,True,ok,0.0002062182398,1218.541478,"[1.0003309064654287, 0.010567436993302372, 0.24567066421760314]"
29,linear,100,True,no_crossing_within_5000,0.0004341623007,,"[0.9999349373897378, 0.0009961431599188916]"
29,linear,150,True,no_crossing_within_5000,0.0004229220413,,"[1.0003942317736931, 0.0019368069520009714]"
29,linear,200,True,no_crossing_within_5000,0.0005469882798,,"[1.0007999850566276, 0.002534282878186845]"
29,quadratic,100,True,ok,0.0003782864436,1328.115047,"[0.9998088495606064, 2.902263419041167e-21, 0.0011327741368298476]"
29,quadratic,150,True,ok,0.0002643652387,1268.251246,"[0.9998403465960611, 7.070002030996883e-18, 0.001242431858136062]"
29,quadratic,200,True,ok,0.000287213116,1289.233402,"[0.999804738875296, 1.2751120621691523e-07, 0.0012020958935843138]"
29,power,100,True,ok,0.0003480518235,546.3182573,"[0.999731193997234, 0.001224922903644857, 2.9999999999993214]"
29,power,150,True,ok,0.0002517934181,980.623736,"[0.9997616586963145, 0.001118568920227844, 2.271148697874922]"
29,power,200,True,ok,0.0002886750303,1317.629337,"[0.9998179753382992, 0.0012215471279008426, 1.9769045008192894]"
