model,p,alpha,response,loso_rmse,loso_mae,normalized_loso_rmse,scope
summed_stress_benchmark,1.0,0.03,A,0.0047961914968535375,0.0028306991541251674,2.7223116450873004,all_parameterized
summed_stress_benchmark,1.0,0.03,combined,,,3.78124961691344,all_parameterized
summed_stress_benchmark,1.0,0.1,R100,0.02514181784817085,0.013002690614931695,4.793104979070053,all_parameterized
summed_stress_benchmark,1.0,0.1,A,0.004758600457564716,0.002815770758435685,2.7009750232960252,all_parameterized
summed_stress_benchmark,1.0,0.1,combined,,,3.747040001183039,all_parameterized
summed_stress_benchmark,1.0,0.3,R100,0.024463035966819164,0.012746168010334676,4.663700143077018,all_parameterized
summed_stress_benchmark,1.0,0.3,A,0.004655505911586483,0.00277469575972842,2.6424587019094314,all_parameterized
summed_stress_benchmark,1.0,0.3,combined,,,3.653079422493225,all_parameterized
summed_stress_benchmark,1.0,1.0,R100,0.02236245120892525,0.01194934466980518,4.263238914584247,all_parameterized
summed_stress_benchmark,1.0,1.0,A,0.004338744364615322,0.0026471065449939803,2.462665286946502,all_parameterized
summed_stress_benchmark,1.0,1.0,combined,,,3.3629521007653747,all_parameterized
summed_stress_benchmark,1.0,3.0,R100,0.018034801018351324,0.010287398845272234,3.438203835522831,all_parameterized
summed_stress_benchmark,1.0,3.0,A,0.0036998970059075225,0.002380991897119291,2.100056411720306,all_parameterized
summed_stress_benchmark,1.0,3.0,combined,,,2.7691301236215686,all_parameterized
summed_stress_benchmark,1.0,10.0,R100,0.0112552355139728,0.007550076310747381,2.145728909039645,all_parameterized
summed_stress_benchmark,1.0,10.0,A,0.0027583380536049655,0.0019426854182668617,1.5656288555914475,all_parameterized
summed_stress_benchmark,1.0,10.0,combined,,,1.8556788823155461,all_parameterized
separate_phase_exposure,1.5,0.0,R100,0.022190639802195728,0.012671952669736235,4.2304843176800215,all_parameterized
separate_phase_exposure,1.5,0.0,A,0.002878010065165264,0.0021916747068948745,1.63355452346258,all_parameterized
separate_phase_exposure,1.5,0.0,combined,,,2.932019420571301,all_parameterized
separate_phase_exposure,1.5,0.03,R100,0.010120458926797735,0.0077713464938262726,1.9293919940652713,all_parameterized
separate_phase_exposure,1.5,0.03,A,0.0024177220572720462,0.0018526051288554122,1.3722956882380517,all_parameterized
separate_phase_exposure,1.5,0.03,combined,,,1.6508438411516615,all_parameterized
separate_phase_exposure,1.5,0.1,R100,0.007547419386114552,0.006095223014607733,1.4388606924597298,all_parameterized
separate_phase_exposure,1.5,0.1,A,0.0023199740109983375,0.0017282841366156503,1.316814032672376,all_parameterized
separate_phase_exposure,1.5,0.1,combined,,,1.377837362566053,all_parameterized
separate_phase_exposure,1.5,0.3,R100,0.007110043684608835,0.005337126718230067,1.3554781914301222,all_parameterized
separate_phase_exposure,1.5,0.3,A,0.002271648810995676,0.001654121965941193,1.2893847161397223,all_parameterized
separate_phase_exposure,1.5,0.3,combined,,,1.3224314537849222,all_parameterized
separate_phase_exposure,1.5,1.0,R100,0.00701800849160873,0.0051191495326448075,1.33793235029475,all_parameterized
separate_phase_exposure,1.5,1.0,A,0.0022177182141588387,0.0015777330340468886,1.2587737841342455,all_parameterized
separate_phase_exposure,1.5,1.0,combined,,,1.2983530672144976,all_parameterized
separate_phase_exposure,1.5,3.0,R100,0.006841681117249689,0.005063207581238834,1.3043168169593924,all_parameterized
separate_phase_exposure,1.5,3.0,A,0.0021568520831705537,0.0014802746077226254,1.2242262525585108,all_parameterized
separate_phase_exposure,1.5,3.0,combined,,,1.2642715347589517,all_parameterized
separate_phase_exposure,1.5,10.0,R100,0.006475988622864324,0.004868963734825539,1.234600198764477,all_parameterized
separate_phase_exposure,1.5,10.0,A,0.0020802352659156473,0.0013872340043966109,1.1807386532915947,all_parameterized
separate_phase_exposure,1.5,10.0,combined,,,1.2076694260280358,all_parameterized
summed_stress_benchmark,1.5,0.0,R100,0.01948329467883044,0.010950890307858271,3.7143486321370096,all_parameterized
summed_stress_benchmark,1.5,0.0,A,0.003900468395796253,0.0024632544594114067,2.2139004545871606,all_parameterized
summed_stress_benchmark,1.5,0.0,combined,,,2.964124543362085,all_parameterized
summed_stress_benchmark,1.5,0.03,R100,0.01940348430197462,0.010919689988822489,3.699133363416219,all_parameterized
summed_stress_benchmark,1.5,0.03,A,0.003888802230184595,0.0024583609125246745,2.2072787551577346,all_parameterized
summed_stress_benchmark,1.5,0.03,combined,,,2.953206059286977,all_parameterized
summed_stress_benchmark,1.5,0.1,R100,0.019220010582026385,0.01084791460700309,3.6641554311949665,all_parameterized
summed_stress_benchmark,1.5,0.1,A,0.0038620129865128898,0.002447103457245338,2.1920732175851816,all_parameterized
summed_stress_benchmark,1.5,0.1,combined,,,2.928114324390074,all_parameterized
summed_stress_benchmark,1.5,0.3,R100,0.018716144371630255,0.0106504269615274,3.5680969975359798,all_parameterized
summed_stress_benchmark,1.5,0.3,A,0.0037886618641893195,0.0024161289325432887,2.150439222234354,all_parameterized
summed_stress_benchmark,1.5,0.3,combined,,,2.859268109885167,all_parameterized
summed_stress_benchmark,1.5,1.0,R100,0.01716112278670934,0.010036980962768541,3.2716434257912423,all_parameterized
summed_stress_benchmark,1.5,1.0,A,0.003564476881431449,0.0023199143151875477,2.0231921367883654,all_parameterized
summed_stress_benchmark,1.5,1.0,combined,,,2.647417781289804,all_parameterized
summed_stress_benchmark,1.5,3.0,R100,0.013985613012258586,0.008757507879642924,2.6662555495874987,all_parameterized
summed_stress_benchmark,1.5,3.0,A,0.003119041585022085,0.002119238113274145,1.770363680013101,all_parameterized
summed_stress_benchmark,1.5,3.0,combined,,,2.2183096148003,all_parameterized
summed_stress_benchmark,1.5,10.0,R100,0.00917230860305508,0.006650140448612495,1.7486340208319067,all_parameterized
summed_stress_benchmark,1.5,10.0,A,0.0024867611375365218,0.0017887126042403056,1.411482174493531,all_parameterized
summed_stress_benchmark,1.5,10.0,combined,,,1.580058097662719,all_parameterized
separate_phase_exposure,2.0,0.0,R100,0.017164132499484896,0.010593859937903986,3.2722172056737158,all_parameterized
separate_phase_exposure,2.0,0.0,A,0.0026999489559472066,0.002096974005472628,1.532487284700432,all_parameterized
separate_phase_exposure,2.0,0.0,combined,,,2.402352245187074,all_parameterized
separate_phase_exposure,2.0,0.03,R100,0.010754668105034745,0.007923467718688525,2.050299367920933,all_parameterized
separate_phase_exposure,2.0,0.03,A,0.0024216919227629395,0.0018862043080986844,1.374548978387617,all_parameterized
separate_phase_exposure,2.0,0.03,combined,,,1.712424173154275,all_parameterized
separate_phase_exposure,2.0,0.1,R100,0.007874284013050091,0.0062778883839679145,1.5011750597146254,all_parameterized
separate_phase_exposure,2.0,0.1,A,0.00230482603911928,0.0017519847736911665,1.3082160648320875,all_parameterized
separate_phase_exposure,2.0,0.1,combined,,,1.4046955622733566,all_parameterized
separate_phase_exposure,2.0,0.3,R100,0.007082382533917053,0.005321556318233923,1.3502047939411959,all_parameterized
separate_phase_exposure,2.0,0.3,A,0.002250200784913843,0.0016623027764961441,1.2772108462671339,all_parameterized
separate_phase_exposure,2.0,0.3,combined,,,1.313707820104165,all_parameterized
separate_phase_exposure,2.0,1.0,R100,0.006945332105275517,0.004948434684366033,1.3240771250561387,all_parameterized
separate_phase_exposure,2.0,1.0,A,0.0022021406912329502,0.0015807508421632197,1.249932003715223,all_parameterized
separate_phase_exposure,2.0,1.0,combined,,,1.287004564385681,all_parameterized
separate_phase_exposure,2.0,3.0,R100,0.006784325537618135,0.004939432637642853,1.2933823922503433,all_parameterized
separate_phase_exposure,2.0,3.0,A,0.0021452315742921907,0.0014803054410630334,1.217630467827613,all_parameterized
separate_phase_exposure,2.0,3.0,combined,,,1.2555064300389782,all_parameterized
separate_phase_exposure,2.0,10.0,R100,0.006438628047899635,0.0047829446979114265,1.227477676480465,all_parameterized
separate_phase_exposure,2.0,10.0,A,0.002072084831439082,0.0013572463652054513,1.176112477980907,all_parameterized
separate_phase_exposure,2.0,10.0,combined,,,1.201795077230686,all_parameterized
summed_stress_benchmark,2.0,0.0,R100,0.015667363550671064,0.009532956991513594,2.98686907594017,all_parameterized
summed_stress_benchmark,2.0,0.0,A,0.00334334249739583,0.002216728681049442,1.8976765669483575,all_parameterized
summed_stress_benchmark,2.0,0.0,combined,,,2.4422728214442637,all_parameterized
summed_stress_benchmark,2.0,0.03,R100,0.015605857058713106,0.009507807597014136,2.9751433099422964,all_parameterized
summed_stress_benchmark,2.0,0.03,A,0.003334744419141917,0.0022128871645113383,1.8927963096501752,all_parameterized
summed_stress_benchmark,2.0,0.03,combined,,,2.4339698097962357,all_parameterized
summed_stress_benchmark,2.0,0.1,R100,0.01546451753379961,0.009449952182437917,2.9481979560027614,all_parameterized
summed_stress_benchmark,2.0,0.1,A,0.003315012748186372,0.0022040498729448098,1.8815966405680398,all_parameterized
summed_stress_benchmark,2.0,0.1,combined,,,2.4148972982854007,all_parameterized
summed_stress_benchmark,2.0,0.3,R100,0.01507677992011047,0.009290764877361274,2.87427859591634,all_parameterized
summed_stress_benchmark,2.0,0.3,A,0.0032610753626179556,0.0021797343505523636,1.8509818552879291,all_parameterized
summed_stress_benchmark,2.0,0.3,combined,,,2.3626302256021345,all_parameterized
summed_stress_benchmark,2.0,1.0,R100,0.013884504219332931,0.008796289310966952,2.6469798925237837,all_parameterized
summed_stress_benchmark,2.0,1.0,A,0.003097096808776067,0.0021042042591208287,1.7579078554359213,all_parameterized
summed_stress_benchmark,2.0,1.0,combined,,,2.2024438739798526,all_parameterized
summed_stress_benchmark,2.0,3.0,R100,0.011477623050382165,0.007764954558201651,2.1881254777557135,all_parameterized
summed_stress_benchmark,2.0,3.0,A,0.0027758829443520782,0.0019466700684207699,1.5755873112586125,all_parameterized
summed_stress_benchmark,2.0,3.0,combined,,,1.881856394507163,all_parameterized
summed_stress_benchmark,2.0,10.0,R100,0.007971090603612877,0.00606628555364704,1.5196305331428144,all_parameterized
summed_stress_benchmark,2.0,10.0,A,0.0023339595448980703,0.001687201989620673,1.3247522023269829,all_parameterized
summed_stress_benchmark,2.0,10.0,combined,,,1.4221913677348987,all_parameterized
separate_phase_exposure,2.5,0.0,R100,0.013579409563536662,0.008983975309946442,2.5888158121611085,all_parameterized
separate_phase_exposure,2.5,0.0,A,0.0026193871475103827,0.002056089996673008,1.4867605139072444,all_parameterized
separate_phase_exposure,2.5,0.0,combined,,,2.0377881630341763,all_parameterized
separate_phase_exposure,2.5,0.03,R100,0.01023417287350023,0.007508836263735236,1.951070732150994,all_parameterized
separate_phase_exposure,2.5,0.03,A,0.0024276378599385083,0.0019112598440199026,1.3779238840861545,all_parameterized
separate_phase_exposure,2.5,0.03,combined,,,1.664497308118574,all_parameterized
separate_phase_exposure,2.5,0.1,R100,0.007926983741260923,0.006190349987465824,1.5112218801636628,all_parameterized
separate_phase_exposure,2.5,0.1,A,0.002300953366597829,0.0017792179668193124,1.3060179412772477,all_parameterized
separate_phase_exposure,2.5,0.1,combined,,,1.4086199107204553,all_parameterized
separate_phase_exposure,2.5,0.3,R100,0.007013114376359165,0.005207817746276679,1.336999322766172,all_parameterized
separate_phase_exposure,2.5,0.3,A,0.0022327530425511285,0.001672507775185489,1.2673075318882854,all_parameterized
separate_phase_exposure,2.5,0.3,combined,,,1.3021534273272288,all_parameterized
separate_phase_exposure,2.5,1.0,R100,0.006844422786177006,0.004773308731258355,1.3048394962288805,all_parameterized
separate_phase_exposure,2.5,1.0,A,0.0021849706219581426,0.001579588634197168,1.2401862961961574,all_parameterized
separate_phase_exposure,2.5,1.0,combined,,,1.272512896212519,all_parameterized
separate_phase_exposure,2.5,3.0,R100,0.006704273131119996,0.004808026415663279,1.278120982335997,all_parameterized
separate_phase_exposure,2.5,3.0,A,0.002131625563881737,0.001474596135788549,1.2099077151794222,all_parameterized
separate_phase_exposure,2.5,3.0,combined,,,1.2440143487577096,all_parameterized
separate_phase_exposure,2.5,10.0,R100,0.006389847744916249,0.004692455136715498,1.2181780659860222,all_parameterized
separate_phase_exposure,2.5,10.0,A,0.002062709819424118,0.0013245559154688917,1.170791234156945,all_parameterized
separate_phase_exposure,2.5,10.0,combined,,,1.1944846500714836,all_parameterized
summed_stress_benchmark,2.5,0.0,R100,0.013094471377038992,0.008545367388176402,2.496365868792662,all_parameterized
summed_stress_benchmark,2.5,0.0,A,0.0029805797791089927,0.0020417400146944646,1.6917729509139168,all_parameterized
summed_stress_benchmark,2.5,0.0,combined,,,2.0940694098532893,all_parameterized
summed_stress_benchmark,2.5,0.03,R100,0.013046000004505185,0.00852443245855605,2.487125153644809,all_parameterized
summed_stress_benchmark,2.5,0.03,A,0.002974104437621115,0.0020386452492218874,1.6880975560615779,all_parameterized
summed_stress_benchmark,2.5,0.03,combined,,,2.0876113548531934,all_parameterized
summed_stress_benchmark,2.5,0.1,R100,0.012934669818392102,0.008476272291823784,2.4659008622032803,all_parameterized
summed_stress_benchmark,2.5,0.1,A,0.002959253001209808,0.0020315258356934235,1.679667901341724,all_parameterized
summed_stress_benchmark,2.5,0.1,combined,,,2.072784381772502,all_parameterized
summed_stress_benchmark,2.5,0.3,R100,0.012629666745798188,0.00834376114813383,2.407754241513006,all_parameterized
summed_stress_benchmark,2.5,0.3,A,0.002918719574668376,0.0020119369992530702,1.6566611846246329,all_parameterized
summed_stress_benchmark,2.5,0.3,combined,,,2.0322077130688196,all_parameterized
summed_stress_benchmark,2.5,1.0,R100,0.011696015419180623,0.007932148408046909,2.2297603967818627,all_parameterized
summed_stress_benchmark,2.5,1.0,A,0.0027960963979413956,0.0019510891760602237,1.5870604394958252,all_parameterized
summed_stress_benchmark,2.5,1.0,combined,,,1.908410418138844,all_parameterized
summed_stress_benchmark,2.5,3.0,R100,0.009837182618428994,0.0070736418358656175,1.875387423182837,all_parameterized
summed_stress_benchmark,2.5,3.0,A,0.002558892108844576,0.0018241780019722853,1.4524236138193367,all_parameterized
summed_stress_benchmark,2.5,3.0,combined,,,1.6639055185010867,all_parameterized
summed_stress_benchmark,2.5,10.0,R100,0.007244645775991567,0.005659631011096431,1.3811391025979578,all_parameterized
summed_stress_benchmark,2.5,10.0,A,0.0022404843198010164,0.0016151478328862707,1.2716957941381508,all_parameterized
summed_stress_benchmark,2.5,10.0,combined,,,1.3264174483680544,all_parameterized
separate_phase_exposure,3.0,0.0,R100,0.010945960499352026,0.007676534527506723,2.0867678736271382,all_parameterized
separate_phase_exposure,3.0,0.0,A,0.002599419465102353,0.0020515823663210626,1.47542688505184,all_parameterized
separate_phase_exposure,3.0,0.0,combined,,,1.781097379339489,all_parameterized
separate_phase_exposure,3.0,0.03,R100,0.009223215500876729,0.006838091494966017,1.7583390511877648,all_parameterized
separate_phase_exposure,3.0,0.03,A,0.0024496970976525347,0.0019418996646322637,1.3904446768339085,all_parameterized
separate_phase_exposure,3.0,0.03,combined,,,1.5743918640108365,all_parameterized
separate_phase_exposure,3.0,0.1,R100,0.00768510500967106,0.005883126882086528,1.4651094566421923,all_parameterized
separate_phase_exposure,3.0,0.1,A,0.0023153932317568895,0.0018152843092569637,1.3142139887248505,all_parameterized
separate_phase_exposure,3.0,0.1,combined,,,1.3896617226835213,all_parameterized
separate_phase_exposure,3.0,0.3,R100,0.006895219950641467,0.0050009471923276785,1.3145236067171349,all_parameterized
separate_phase_exposure,3.0,0.3,A,0.0022272147627901873,0.0016920375762952986,1.2641640119731918,all_parameterized
separate_phase_exposure,3.0,0.3,combined,,,1.2893438093451635,all_parameterized
separate_phase_exposure,3.0,1.0,R100,0.006736081413558104,0.0046176723732345906,1.2841850003736128,all_parameterized
separate_phase_exposure,3.0,1.0,A,0.002172742537286792,0.0015820523348463135,1.2332456522873874,all_parameterized
separate_phase_exposure,3.0,1.0,combined,,,1.2587153263305,all_parameterized
separate_phase_exposure,3.0,3.0,R100,0.006620399752479483,0.004683878401529576,1.2621311318327042,all_parameterized
separate_phase_exposure,3.0,3.0,A,0.0021198118865092814,0.0014690360535512803,1.2032022882790494,all_parameterized
separate_phase_exposure,3.0,3.0,combined,,,1.2326667100558768,all_parameterized
separate_phase_exposure,3.0,10.0,R100,0.006340156607355617,0.004606515149896944,1.2087048114944086,all_parameterized
separate_phase_exposure,3.0,10.0,A,0.002053547467259133,0.0012916737426476972,1.1655906957690403,all_parameterized
separate_phase_exposure,3.0,10.0,combined,,,1.1871477536317245,all_parameterized
summed_stress_benchmark,3.0,0.0,R100,0.011290847191378376,0.00782103695323806,2.1525180167054665,all_parameterized
summed_stress_benchmark,3.0,0.0,A,0.0027333164096693726,0.0019109462274732,1.5514266051788483,all_parameterized
summed_stress_benchmark,3.0,0.0,combined,,,1.8519723109421573,all_parameterized
summed_stress_benchmark,3.0,0.03,R100,0.011252101684576753,0.0078031930496558505,2.1451314672248785,all_parameterized
summed_stress_benchmark,3.0,0.03,A,0.0027283624670012864,0.0019084096147199171,1.5486147541876456,all_parameterized
summed_stress_benchmark,3.0,0.03,combined,,,1.846873110706262,all_parameterized
summed_stress_benchmark,3.0,0.1,R100,0.011163161927582831,0.0077621436939972486,2.128175748483329,all_parameterized
summed_stress_benchmark,3.0,0.1,A,0.002717006489433129,0.0019025742144893596,1.5421691170617249,all_parameterized
summed_stress_benchmark,3.0,0.1,combined,,,1.8351724327725267,all_parameterized
summed_stress_benchmark,3.0,0.3,R100,0.010919883612029124,0.007649197717371035,2.0817965044436986,all_parameterized
summed_stress_benchmark,3.0,0.3,A,0.0026860567946669902,0.0018865182991778854,1.524602113215229,all_parameterized
summed_stress_benchmark,3.0,0.3,combined,,,1.8031993088294638,all_parameterized
summed_stress_benchmark,3.0,1.0,R100,0.010179066539261544,0.007298359277475859,1.94056510974084,all_parameterized
summed_stress_benchmark,3.0,1.0,A,0.0025928338374021846,0.0018366446122416171,1.471688891898285,all_parameterized
summed_stress_benchmark,3.0,1.0,combined,,,1.7061270008195626,all_parameterized
summed_stress_benchmark,3.0,3.0,R100,0.008726991551643868,0.006566610531408778,1.6637375591172592,all_parameterized
summed_stress_benchmark,3.0,3.0,A,0.002414415707523728,0.0017326223509174007,1.3704190087042,all_parameterized
summed_stress_benchmark,3.0,3.0,combined,,,1.5170782839107297,all_parameterized
summed_stress_benchmark,3.0,10.0,R100,0.006790694356164333,0.005361377302592408,1.2945965612523194,all_parameterized
summed_stress_benchmark,3.0,10.0,A,0.002179441038918551,0.0015612915675598674,1.2370477125280464,all_parameterized
summed_stress_benchmark,3.0,10.0,combined,,,1.2658221368901827,all_parameterized
