scope,p,response,n,k_including_intercept,fit_r_squared,AICc,loo_rmse,loo_mae,normalized_loo_rmse,selected_shared_p
dataset3_only,1.25,SOH_200,6.0,2.0,0.9019929745845051,-60.17372505834419,0.011075519448599745,0.0076097484966507105,1.0169090018627893,False
dataset3_only,1.25,SOH_slope_50_200_per100,6.0,2.0,0.9064562547507412,-67.97406595860916,0.0057814472280260905,0.003982933450138162,0.9934295571914363,False
dataset3_only,1.25,eol_point,6.0,2.0,0.7546375816621564,62.55470608509418,134.83794163771302,129.3720499258884,0.7084602445724661,False
all_parameterized,1.3,SOH_200,8.0,2.0,0.16122069616844326,-68.91753359007282,0.038968971613326985,0.021425841095428846,3.952911805583578,False
all_parameterized,1.3,SOH_slope_50_200_per100,8.0,2.0,0.1300636339446889,-78.549727569277,0.02042159422975172,0.01154316034950291,3.851751459991569,False
all_parameterized,1.3,eol_point,8.0,2.0,0.038248094595495497,95.02881952229122,410.1692324678428,329.02963326584734,1.5805442321000043,False
dataset3_only,1.3,SOH_200,6.0,2.0,0.9018702249228334,-60.16621501367807,0.011077278249783997,0.007613983520541619,1.0170704878106993,False
dataset3_only,1.3,SOH_slope_50_200_per100,6.0,2.0,0.9063223077107858,-67.96548059159751,0.005782830076049435,0.003985366727562231,0.993667172799659,False
dataset3_only,1.3,eol_point,6.0,2.0,0.7541894386417181,62.56565480979977,135.1190639047121,129.66381090423883,0.7099373062037395,False
all_parameterized,1.35,SOH_200,8.0,2.0,0.16440441143590656,-68.94795658906824,0.03795837057337326,0.021055529792648575,3.850399046940444,False
all_parameterized,1.35,SOH_slope_50_200_per100,8.0,2.0,0.1328420051787489,-78.5753185668955,0.019900629514773196,0.011351858841223892,3.753491423142966,False
all_parameterized,1.35,eol_point,8.0,2.0,0.03869305153974545,95.0251174456643,404.27565034536894,325.9786409346717,1.5578339298814827,False
dataset3_only,1.35,SOH_200,6.0,2.0,0.9017557784423997,-60.1592214302901,0.01107881874168106,0.007617938713925632,1.0172119294906756,False
dataset3_only,1.35,SOH_slope_50_200_per100,6.0,2.0,0.9061969281577361,-67.957455475699,0.005784082171991313,0.003987644963788651,0.9938823211990202,False
dataset3_only,1.35,eol_point,6.0,2.0,0.753758024248335,62.576175991293,135.38990510699008,129.94317180464762,0.7113603494664564,False
all_parameterized,1.4,SOH_200,8.0,2.0,0.1676290209265705,-68.97888875349456,0.03699443097861941,0.020701535484220532,3.7526195047502973,False
all_parameterized,1.4,SOH_slope_50_200_per100,8.0,2.0,0.13565893610470625,-78.60134857502737,0.019403844148965347,0.01116901383479825,3.659791894275376,False
all_parameterized,1.4,eol_point,8.0,2.0,0.039141036679840036,95.02138844270605,398.7340729085668,323.06195856002546,1.5364800408982084,False
dataset3_only,1.4,SOH_200,6.0,2.0,0.9016493036200076,-60.152722289788215,0.011080152365187947,0.007621628460190322,1.017334377359197,False
dataset3_only,1.4,SOH_slope_50_200_per100,6.0,2.0,0.9060797641226861,-67.94996589638016,0.005785210437734671,0.003989776149041114,0.9940761917808332,False
dataset3_only,1.4,eol_point,6.0,2.0,0.7533423419499283,62.58629608151294,135.65102898263254,130.21086788127874,0.7127323363312397,False
all_parameterized,1.45,SOH_200,8.0,2.0,0.17089426159748622,-69.01033302078108,0.03607424715876638,0.020362830392547937,3.659278435324691,False
all_parameterized,1.45,SOH_slope_50_200_per100,8.0,2.0,0.13851425065842116,-78.6278199881453,0.018929734233124478,0.010994093547984418,3.5703692204139954,False
all_parameterized,1.45,eol_point,8.0,2.0,0.039591975721352535,95.01763309540489,393.5202807169593,320.2712682007528,1.5163892380697457,False
dataset3_only,1.45,SOH_200,6.0,2.0,0.9015504907947856,-60.146697123306396,0.011081289695907227,0.007625065950511156,1.0174388024249377,False
dataset3_only,1.45,SOH_slope_50_200_per100,6.0,2.0,0.9059704872123785,-67.94298890875041,0.005786221270695767,0.003991767613164642,0.9942498838169843,False
dataset3_only,1.45,eol_point,6.0,2.0,0.752941474484007,62.59603935266398,135.9029583228522,130.4675747033699,0.7140560136272529,False
all_parameterized,1.5,SOH_200,8.0,2.0,0.17419983996816868,-69.04229213357404,0.03519514951443654,0.020038470278951337,3.5701050413995676,False
all_parameterized,1.5,SOH_slope_50_200_per100,8.0,2.0,0.14140774525689648,-78.65473502172776,0.01847691796225301,0.010826609406724768,3.4849627769789313,False
all_parameterized,1.5,eol_point,8.0,2.0,0.04004579148877352,95.01385201062311,388.61203838457806,317.59892883258567,1.497475839662169,False
dataset3_only,1.5,SOH_200,6.0,2.0,0.90145905044708,-60.14112688270593,0.011082240522776952,0.00762826330541766,1.0175261034682452,False
dataset3_only,1.5,SOH_slope_50_200_per100,6.0,2.0,0.9058687907155655,-67.9365031870379,0.005787120591583391,0.0039936260927416894,0.9944044146664288,False
