scope,response,n_strategies,n_predictors,residual_df,coefficient,standardized_beta,standard_error,p_value_descriptive_only,ci95_low_descriptive_only,ci95_high_descriptive_only,r_squared,adjusted_r_squared,condition_number
dataset3_only,SOH_150,6,3,2.0,const,-1.3322676295501878e-14,0.07690904323202374,0.9999999999998775,-0.33091290480469965,0.330912904804673,0.9881699981382694,0.9704249953456736,4.751916091881558
dataset3_only,SOH_150,6,3,2.0,C1,1.0102864181592963,0.1805262869637347,0.030477323395075594,0.2335444967632485,1.7870283395553441,0.9881699981382694,0.9704249953456736,4.751916091881558
dataset3_only,SOH_150,6,3,2.0,Q1,0.5485044757063284,0.10857981803471539,0.03702403731418077,0.08132322524356039,1.0156857261690964,0.9881699981382694,0.9704249953456736,4.751916091881558
dataset3_only,SOH_150,6,3,2.0,C2,0.12564285407370474,0.19036230125467943,0.5770864938327014,-0.6934200210611312,0.9447057292085406,0.9881699981382694,0.9704249953456736,4.751916091881558
dataset3_only,SOH_200,6,3,2.0,const,5.551115123125783e-17,0.07590833675324087,0.9999999999999994,-0.3266072123420732,0.3266072123420733,0.9884758488227132,0.971189622056783,4.751916091881558
dataset3_only,SOH_200,6,3,2.0,C1,1.0192203915294213,0.1781773587055815,0.029227859781371015,0.25258509271530205,1.7858556903435407,0.9884758488227132,0.971189622056783,4.751916091881558
dataset3_only,SOH_200,6,3,2.0,Q1,0.5652155067811324,0.10716702543184027,0.03412033803800439,0.10411301226769487,1.02631800129457,0.9884758488227132,0.971189622056783,4.751916091881558
dataset3_only,SOH_200,6,3,2.0,C2,0.14219014522093276,0.18788539112582922,0.5281770722304218,-0.6662154457866617,0.9505957362285272,0.9884758488227132,0.971189622056783,4.751916091881558
dataset3_only,SOH_slope_50_200_per100,6,3,2.0,const,2.220446049250313e-16,0.08142957961433442,0.9999999999999981,-0.3503632030099669,0.3503632030099673,0.9867384471276656,0.9668461178191639,4.751916091881558
dataset3_only,SOH_slope_50_200_per100,6,3,2.0,C1,1.0379058306745372,0.19113720622482902,0.03228050722946416,0.21550880855459076,1.8603028527944838,0.9867384471276656,0.9668461178191639,4.751916091881558
dataset3_only,SOH_slope_50_200_per100,6,3,2.0,Q1,0.5721676610934696,0.1149618895985211,0.038079242303921845,0.07752657299523652,1.0668087491917027,0.9867384471276656,0.9668461178191639,4.751916091881558
dataset3_only,SOH_slope_50_200_per100,6,3,2.0,C2,0.16471967288867256,0.20155135877612115,0.49964993431410615,-0.7024858311341182,1.0319251769114635,0.9867384471276656,0.9668461178191639,4.751916091881558
dataset3_only,SOH_curvature_per100sq,6,3,2.0,const,-2.220446049250313e-16,0.3385785156529461,0.9999999999999996,-1.4567857746086696,1.4567857746086692,0.7707291774764956,0.42682294369123897,4.751916091881558
dataset3_only,SOH_curvature_per100sq,6,3,2.0,C1,-0.5136718825627473,0.7947351794784607,0.584322254141542,-3.933141371973675,2.9057976068481803,0.7707291774764956,0.42682294369123897,4.751916091881558
dataset3_only,SOH_curvature_per100sq,6,3,2.0,Q1,-0.21035913513111398,0.47800352305973637,0.7028712264935149,-2.2670422984539482,1.8463240281917204,0.7707291774764956,0.42682294369123897,4.751916091881558
dataset3_only,SOH_curvature_per100sq,6,3,2.0,C2,0.35860966124888877,0.8380364998254362,0.7103850419644966,-3.2471703723547085,3.9643896948524864,0.7707291774764956,0.42682294369123897,4.751916091881558
dataset3_only,eol_point,6,3,2.0,const,-9.992007221626409e-16,0.09072832904415654,0.9999999999999922,-0.3903724926274485,0.3903724926274465,0.9835367406177106,0.9588418515442765,4.751916091881558
dataset3_only,eol_point,6,3,2.0,C1,1.4912766137538023,0.21296388144308168,0.01979029640854769,0.5749669879246861,2.407586239582918,0.9835367406177106,0.9588418515442765,4.751916091881558
dataset3_only,eol_point,6,3,2.0,Q1,1.0570469348630274,0.12808981940509154,0.01436816794032872,0.5059209237465947,1.60817294597946,0.9835367406177106,0.9588418515442765,4.751916091881558
dataset3_only,eol_point,6,3,2.0,C2,0.9502879295887068,0.22456726517494788,0.05156353765326843,-0.015947026928654018,1.9165228861060677,0.9835367406177106,0.9588418515442765,4.751916091881558
