battery_id,strategy,strategy_code,penalty,prior_source,prior_peer_n,prior_d1,prior_d2,fitted_a,fitted_d1,fitted_d2,early_fit_rmse,future_MAE,future_RMSE,future_MaxAE,cycle200_error,selected
3,3_6C-80PER_3_6C,S1,10.0,same_strategy_peer_distribution,1,3.726567773559597e-18,0.0014681032741293404,0.9982855799579657,3.418923163227865e-27,0.0014550756698084393,0.000993597572423977,0.0018007230227597558,0.0018631074692518404,0.0027670343212680137,-0.0027670343212680137,False
4,80PER_3_6C,S2,0.0,same_strategy_peer_distribution,1,5.715045781901452e-07,0.0014048124627837617,1.0000014140138658,0.010368944480152194,0.0029259679390444162,0.00010403067615300371,0.0005103840947425309,0.0008695164695415182,0.003504438277666222,-0.00038839090261633125,True
4,80PER_3_6C,S2,0.01,same_strategy_peer_distribution,1,5.715045781901452e-07,0.0014048124627837617,0.9926381233147145,0.0013668237494425055,0.0021774583421964506,0.004390375165582266,0.0052211313580000215,0.006043905008658091,0.010517879100000016,0.009863978699999998,False
4,80PER_3_6C,S2,0.03,same_strategy_peer_distribution,1,5.715045781901452e-07,0.0014048124627837617,0.9916379534428102,0.0005204666385826275,0.001700177567119056,0.005071120952225041,0.0052211313580000215,0.006043905008658091,0.010517879100000016,0.009863978699999998,False
4,80PER_3_6C,S2,0.1,same_strategy_peer_distribution,1,5.715045781901452e-07,0.0014048124627837617,0.9912162023478003,0.00016438369655494636,0.001498046448156116,0.005358594016822656,0.0052211313580000215,0.006043905008658091,0.010517879100000016,0.009863978699999998,False
4,80PER_3_6C,S2,0.3,same_strategy_peer_distribution,1,5.715045781901452e-07,0.0014048124627837617,0.991087678122748,5.5958803245750135e-05,0.001436353260869649,0.005446242159615282,0.0052211313580000215,0.006043905008658091,0.010517879100000016,0.009863978699999998,False
4,80PER_3_6C,S2,1.0,same_strategy_peer_distribution,1,5.715045781901452e-07,0.0014048124627837617,0.9910418071707395,1.7271082295939165e-05,0.0014143240108948569,0.005477528999314731,0.0052211313580000215,0.006043905008658091,0.010517879100000016,0.009863978699999998,False
4,80PER_3_6C,S2,3.0,same_strategy_peer_distribution,1,5.715045781901452e-07,0.0014048124627837617,0.9910286153712066,6.1460086681148236e-06,0.0014079876976143637,0.005486527086023012,0.0052211313580000215,0.006043905008658091,0.010517879100000016,0.009863978699999998,False
4,80PER_3_6C,S2,10.0,same_strategy_peer_distribution,1,5.715045781901452e-07,0.0014048124627837617,0.9910239891855392,2.244694662697597e-06,0.0014057655294216792,0.0054896826417669626,0.0052211313580000215,0.006043905008658091,0.010517879100000016,0.009863978699999998,False
6,80PER_3_6C,S2,0.0,same_strategy_peer_distribution,1,0.010397532520962332,0.002899715124367346,0.9991853394324353,1.2328419370471393e-14,0.0013184507066094917,0.00031325587424561033,0.00029093238768655103,0.00036624191367335714,0.0009125047059725944,0.0009125047059725944,True
6,80PER_3_6C,S2,0.01,same_strategy_peer_distribution,1,0.010397532520962332,0.002899715124367346,1.000114102999994,0.002279544700876786,0.0002713426359312578,0.0005459130952363281,0.0004251101627265985,0.0005356094840032219,0.001470611154515411,0.001470611154515411,False
6,80PER_3_6C,S2,0.03,same_strategy_peer_distribution,1,0.010397532520962332,0.002899715124367346,1.000675236902598,0.002914724147861648,0.0003775510572370354,0.000800530480862202,0.0005728198378502958,0.0006510409801398447,0.0011909559697554917,0.00033655247792652165,False
6,80PER_3_6C,S2,0.1,same_strategy_peer_distribution,1,0.010397532520962332,0.002899715124367346,1.0016648124028436,0.003748977028934727,0.0008494223740105081,0.0014021141579200742,0.0024883824433873823,0.002521113992108796,0.003338443950256509,-0.0022298630510679818,False
6,80PER_3_6C,S2,0.3,same_strategy_peer_distribution,1,0.010397532520962332,0.002899715124367346,1.0033301605785085,0.005348748760397727,0.001450354689527499,0.0024601724318217126,0.0054940346270108,0.005558068658063169,0.006854278260680857,-0.0061677876003969345,False
6,80PER_3_6C,S2,1.0,same_strategy_peer_distribution,1,0.010397532520962332,0.002899715124367346,1.0065300356255746,0.008812503104601896,0.002231125387725612,0.00446026354630434,0.010794101273530652,0.010927548323902485,0.013639204400515359,-0.013018504034531642,False
6,80PER_3_6C,S2,3.0,same_strategy_peer_distribution,1,0.010397532520962332,0.002899715124367346,1.007856692325448,0.010087330892424815,0.002731464939880483,0.005338735797204689,0.013256245241586003,0.013426846312618895,0.01683084965889814,-0.0162428611189237,False
